author,comment,commentsCount,pageUrl,replyCount,title,type,videoID,voteCount,comment_text,comment_text_norm,keep,keep_reason
@joanotiang6173,Quite educative and encouraging. I would like to get his contacts to help someone very close to me. We didn’t know his condition until we listened to onyango. Thank you for the wonderful show,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,Quite educative and encouraging. I would like to get his contacts to help someone very close to me. We didn’t know his condition until we listened to onyango. Thank you for the wonderful show,Quite educative and encouraging. I would like to get his contacts to help someone very close to me. We didn't know his condition until we listened to onyango. Thank you for the wonderful show,True,creator_reaction
@newcreation9977,"Im soo happy for your mum getting out of her abusive relationship. I wish for your sake that she did it much earlier...... I don't know what the government is like if a woman leaves her husband, whether she can get help. You mentioned she was a teacher as well so she could have managed financially, I'm thinking.....",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,"Im soo happy for your mum getting out of her abusive relationship. I wish for your sake that she did it much earlier...... I don't know what the government is like if a woman leaves her husband, whether she can get help. You mentioned she was a teacher as well so she could have managed financially, I'm thinking.....","Im soo happy for your mum getting out of her abusive relationship. I wish for your sake that she did it much earlier...... I don't know what the government is like if a woman leaves her husband, whether she can get help. You mentioned she was a teacher as well so she could have managed financially, I'm thinking.....",True,piece_relevant
@newcreation9977,"Thanks for sharing your testimony. This was so hard to hear.......I hope that your dad does not put you off God because He is real. If you ask God to come into your life, He will heal you and wipe away all those hurtful memories of your past.  Your dad was just one of those people who had no clue of who God was and was not operating under no God but anger and his own issues who he selfishly took out on you. I really hope that God restores you completely. You sound like a really nice person. I hope and pray that your life now will make up for the past pains and hurts and live a happy and loving life for evermore.......",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,2,"Thanks for sharing your testimony. This was so hard to hear.......I hope that your dad does not put you off God because He is real. If you ask God to come into your life, He will heal you and wipe away all those hurtful memories of your past.  Your dad was just one of those people who had no clue of who God was and was not operating under no God but anger and his own issues who he selfishly took out on you. I really hope that God restores you completely. You sound like a really nice person. I hope and pray that your life now will make up for the past pains and hurts and live a happy and loving life for evermore.......","Thanks for sharing your testimony. This was so hard to hear.......I hope that your dad does not put you off God because He is real. If you ask God to come into your life, He will heal you and wipe away all those hurtful memories of your past. Your dad was just one of those people who had no clue of who God was and was not operating under no God but anger and his own issues who he selfishly took out on you. I really hope that God restores you completely. You sound like a really nice person. I hope and pray that your life now will make up for the past pains and hurts and live a happy and loving life for evermore.......",True,piece_relevant
@jimmydeewilliams6489,"I listened to your story attentively.. I love you and God loves you too we both love you. You're brave, articulate and well spoken. I pray God gives you the strength and courage to move on. All blessings to you",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,"I listened to your story attentively.. I love you and God loves you too we both love you. You're brave, articulate and well spoken. I pray God gives you the strength and courage to move on. All blessings to you","I listened to your story attentively.. I love you and God loves you too we both love you. You're brave, articulate and well spoken. I pray God gives you the strength and courage to move on. All blessings to you",True,content_reaction
@christinekawira1175,"That's my childhood, I never miss them,mum and dad,,they weren't there physically, were never supportive,,my dad was way worse,he made me believe I wasn't capable,was not even enough for anything or anyone,,and here I am having done a teaching course and even though something tells me I can stand in a classroom and teach,,some other voice puts me off that I can't really deliver in a class,,and since 2014 after graduating I haven't even gained the confidence to search for a teaching job,,I try to convince myself everyday that am okey,am normal like any other person and can do anything,,, but there is that other side of me that was instilled by my ungrateful father,,but I don't let it drive me,,I try everyday to think positive about myself and after I get some money am planning to at least try counseling,, may God be our strength, Amen",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,2,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,"That's my childhood, I never miss them,mum and dad,,they weren't there physically, were never supportive,,my dad was way worse,he made me believe I wasn't capable,was not even enough for anything or anyone,,and here I am having done a teaching course and even though something tells me I can stand in a classroom and teach,,some other voice puts me off that I can't really deliver in a class,,and since 2014 after graduating I haven't even gained the confidence to search for a teaching job,,I try to convince myself everyday that am okey,am normal like any other person and can do anything,,, but there is that other side of me that was instilled by my ungrateful father,,but I don't let it drive me,,I try everyday to think positive about myself and after I get some money am planning to at least try counseling,, may God be our strength, Amen","That's my childhood, I never miss them,mum and dad,,they weren't there physically, were never supportive,,my dad was way worse,he made me believe I wasn't capable,was not even enough for anything or anyone,,and here I am having done a teaching course and even though something tells me I can stand in a classroom and teach,,some other voice puts me off that I can't really deliver in a class,,and since 2014 after graduating I haven't even gained the confidence to search for a teaching job,,I try to convince myself everyday that am okey,am normal like any other person and can do anything,,, but there is that other side of me that was instilled by my ungrateful father,,but I don't let it drive me,,I try everyday to think positive about myself and after I get some money am planning to at least try counseling,, may God be our strength, Amen",True,piece_relevant
@joywairimu2372,"I find it interesting that he has accepted every little indignity meted upon him with a certain quiet contemplation,like a lesson that should be learnt.....free from emotion yet still able to convey his feeling on all the things that happened to him and move on with life.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,2,"I find it interesting that he has accepted every little indignity meted upon him with a certain quiet contemplation,like a lesson that should be learnt.....free from emotion yet still able to convey his feeling on all the things that happened to him and move on with life.","I find it interesting that he has accepted every little indignity meted upon him with a certain quiet contemplation,like a lesson that should be learnt.....free from emotion yet still able to convey his feeling on all the things that happened to him and move on with life.",True,scope_relevant
@tamicabennett5730,You spoke straight to my heart.Thank you for your patience in all you went through,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,2,You spoke straight to my heart.Thank you for your patience in all you went through,You spoke straight to my heart.Thank you for your patience in all you went through,True,content_reaction
@hannahsinnerhealingforum6395,"I went through childhood trauma as well physical, emotional and spiritual abuse. It affected my education too. I remember how on my birthdays i would go cry and my mum’s grave. My parents got married very young as well. As am listening to your story i realise your dad was a narrcisist, in the Bible i believe this is the Jezebel spirit and such people are not epathetic and not able to connect with emotions of others and many other wild characteristics they are actually very broken people inside but are not self reflective am glad you healed as i did and am also helping others as well. I have been listening to Lisa Romano a life coach she has great healing tips and finding self again. Am glad I have found God and found myself as well.I have been on the healing path for 15years now and am glad am free!! Thank you Erick for sharing your story!",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,1,My voice was beaten out of me by my father  - Toxic masculinity,comment,,4,"I went through childhood trauma as well physical, emotional and spiritual abuse. It affected my education too. I remember how on my birthdays i would go cry and my mum’s grave. My parents got married very young as well. As am listening to your story i realise your dad was a narrcisist, in the Bible i believe this is the Jezebel spirit and such people are not epathetic and not able to connect with emotions of others and many other wild characteristics they are actually very broken people inside but are not self reflective am glad you healed as i did and am also helping others as well. I have been listening to Lisa Romano a life coach she has great healing tips and finding self again. Am glad I have found God and found myself as well.I have been on the healing path for 15years now and am glad am free!! Thank you Erick for sharing your story!","I went through childhood trauma as well physical, emotional and spiritual abuse. It affected my education too. I remember how on my birthdays i would go cry and my mum's grave. My parents got married very young as well. As am listening to your story i realise your dad was a narrcisist, in the Bible i believe this is the Jezebel spirit and such people are not epathetic and not able to connect with emotions of others and many other wild characteristics they are actually very broken people inside but are not self reflective am glad you healed as i did and am also helping others as well. I have been listening to Lisa Romano a life coach she has great healing tips and finding self again. Am glad I have found God and found myself as well.I have been on the healing path for 15years now and am glad am free!! Thank you Erick for sharing your story!",True,piece_relevant
@caro.caro.9578,You are doing an awesome  job Justus. I’m in San Francisco. How do I get in touch with you? Very timely platform.✌🏽💕🙏🏽,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,1,My voice was beaten out of me by my father  - Toxic masculinity,comment,,4,You are doing an awesome  job Justus. I’m in San Francisco. How do I get in touch with you? Very timely platform.✌🏽💕🙏🏽,You are doing an awesome job Justus. I'm in San Francisco. How do I get in touch with you? Very timely platform.✌🏽💕🙏🏽,True,content_reaction
@naomiwangoi3725,"i went through the same at the hands of my mom,am slowly healing from depression as a result, happy for you that you came through this",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,"i went through the same at the hands of my mom,am slowly healing from depression as a result, happy for you that you came through this","i went through the same at the hands of my mom,am slowly healing from depression as a result, happy for you that you came through this",True,piece_relevant
@deotio2768,Wow what an enlightened strong fighter you are. Thank you for your healing story,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,Wow what an enlightened strong fighter you are. Thank you for your healing story,Wow what an enlightened strong fighter you are. Thank you for your healing story,True,piece_relevant
@childofthemosthigh1294,"Went through the same thing with my mother and father, but mother was more abusive. All the frustrations and bad things happening to the family were my fault as the eldest. Her abuse was physical, mental and emotional and covert at the same time. No one outside should know. I think she knew she was abusing us because she used to say that no one should speak about what happens at home and that family secrets should be kept within the family. Refused friends or any other person being close to us. Now i look back and think she didn’t want anyone finding out how she made our lives hell at home when no one was watching. I think she went through the same abuse and she didn’t know better. Generational curses are real, i walked away and promised to do better. It messes people up. But am glad i left far away from that abuse.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,"Went through the same thing with my mother and father, but mother was more abusive. All the frustrations and bad things happening to the family were my fault as the eldest. Her abuse was physical, mental and emotional and covert at the same time. No one outside should know. I think she knew she was abusing us because she used to say that no one should speak about what happens at home and that family secrets should be kept within the family. Refused friends or any other person being close to us. Now i look back and think she didn’t want anyone finding out how she made our lives hell at home when no one was watching. I think she went through the same abuse and she didn’t know better. Generational curses are real, i walked away and promised to do better. It messes people up. But am glad i left far away from that abuse.","Went through the same thing with my mother and father, but mother was more abusive. All the frustrations and bad things happening to the family were my fault as the eldest. Her abuse was physical, mental and emotional and covert at the same time. No one outside should know. I think she knew she was abusing us because she used to say that no one should speak about what happens at home and that family secrets should be kept within the family. Refused friends or any other person being close to us. Now i look back and think she didn't want anyone finding out how she made our lives hell at home when no one was watching. I think she went through the same abuse and she didn't know better. Generational curses are real, i walked away and promised to do better. It messes people up. But am glad i left far away from that abuse.",True,piece_relevant
@wycliffelevigan6702,Your mum has also been through a lot caught up in the abuse cycle and no lifeline or anyone to help her get out...,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,Your mum has also been through a lot caught up in the abuse cycle and no lifeline or anyone to help her get out...,Your mum has also been through a lot caught up in the abuse cycle and no lifeline or anyone to help her get out...,True,piece_relevant
@kimoichetabarapberenge1765,"My dad never hit me, but my mother my scars tell it all. RIP daddy. I will forever be grateful for the life we shared 🥰",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,"My dad never hit me, but my mother my scars tell it all. RIP daddy. I will forever be grateful for the life we shared 🥰","My dad never hit me, but my mother my scars tell it all. RIP daddy. I will forever be grateful for the life we shared 🥰",True,piece_relevant
@bellaolum9768,"You see men walking around looking normal, yet you don't know what scars they bear. Then they get married to a girl from a normal family and it just goes downhill coz they haven't dealt with their demons. I'm sorry this happened to you and glad you are healing.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,1,My voice was beaten out of me by my father  - Toxic masculinity,comment,,19,"You see men walking around looking normal, yet you don't know what scars they bear. Then they get married to a girl from a normal family and it just goes downhill coz they haven't dealt with their demons. I'm sorry this happened to you and glad you are healing.","You see men walking around looking normal, yet you don't know what scars they bear. Then they get married to a girl from a normal family and it just goes downhill coz they haven't dealt with their demons. I'm sorry this happened to you and glad you are healing.",True,piece_relevant
@kudzanaishambare9379,feeling so torn. So mum and uncle were watching while papa was beating the boy naked then tie his hands and burn him with parafin.? i cnt even start to imagine how it felt for mum bedding such a monster,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,2,feeling so torn. So mum and uncle were watching while papa was beating the boy naked then tie his hands and burn him with parafin.? i cnt even start to imagine how it felt for mum bedding such a monster,feeling so torn. So mum and uncle were watching while papa was beating the boy naked then tie his hands and burn him with parafin.? i cnt even start to imagine how it felt for mum bedding such a monster,True,piece_relevant
@specy2838,"Have been a victim of trauma too. Really appreciate this talk. It is only when I started working in a mental health organization that I realized I had been struggling with depression. It affected my academics, was questioning my existence too. To a point a had suicidal ideations. To this day I struggle with relationships especially my mum, all the trauma has been caused by her.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,1,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,"Have been a victim of trauma too. Really appreciate this talk. It is only when I started working in a mental health organization that I realized I had been struggling with depression. It affected my academics, was questioning my existence too. To a point a had suicidal ideations. To this day I struggle with relationships especially my mum, all the trauma has been caused by her.","Have been a victim of trauma too. Really appreciate this talk. It is only when I started working in a mental health organization that I realized I had been struggling with depression. It affected my academics, was questioning my existence too. To a point a had suicidal ideations. To this day I struggle with relationships especially my mum, all the trauma has been caused by her.",True,piece_relevant
@specy2838,"Mine is psychological trauma, I can relate with your story.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,1,My voice was beaten out of me by my father  - Toxic masculinity,comment,,2,"Mine is psychological trauma, I can relate with your story.","Mine is psychological trauma, I can relate with your story.",True,piece_relevant
@martinmusomba7220,"Why are the women commenting , men come out and  speak of it !!!!!!!! Lets stop it please stop it  we are losing smart, intelligent men !! PTSD is real  . I am praying for all the men in my country",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,5,"Why are the women commenting , men come out and  speak of it !!!!!!!! Lets stop it please stop it  we are losing smart, intelligent men !! PTSD is real  . I am praying for all the men in my country","Why are the women commenting , men come out and speak of it !!!!!!!! Lets stop it please stop it we are losing smart, intelligent men !! PTSD is real . I am praying for all the men in my country",True,scope_relevant
@tengteng5767,Listening to him is healing in itself.sometimes you are abused but don't even know it because it's a norm in our culture.,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,Listening to him is healing in itself.sometimes you are abused but don't even know it because it's a norm in our culture.,Listening to him is healing in itself.sometimes you are abused but don't even know it because it's a norm in our culture.,True,piece_relevant
@unwanaokon,You are a great guy. I am happy you are doing this. You are a blessing to the human race. God bless you.,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,You are a great guy. I am happy you are doing this. You are a blessing to the human race. God bless you.,You are a great guy. I am happy you are doing this. You are a blessing to the human race. God bless you.,True,content_reaction
@SharedMomentswithJustus,"@Christine Kawira you are your own person now. Your success is not pegged on that painful past. Much as it clouded your identity, it did not change it. I believe you have everything it takes to be anything you dream about. Shake it off and go after the desires of your heart. May God lead you through to one day be a testimony for many.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,reply,,2,"@Christine Kawira you are your own person now. Your success is not pegged on that painful past. Much as it clouded your identity, it did not change it. I believe you have everything it takes to be anything you dream about. Shake it off and go after the desires of your heart. May God lead you through to one day be a testimony for many.","@Christine Kawira you are your own person now. Your success is not pegged on that painful past. Much as it clouded your identity, it did not change it. I believe you have everything it takes to be anything you dream about. Shake it off and go after the desires of your heart. May God lead you through to one day be a testimony for many.",True,scope_relevant
@hamudali8796,sorry man but thats the worst. I hope you heal at some point.,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,reply,,0,sorry man but thats the worst. I hope you heal at some point.,sorry man but thats the worst. I hope you heal at some point.,True,piece_relevant
@SharedMomentswithJustus,Thank you @CeShakara my email is sharedmoments.tv@gmail.com,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,reply,,0,Thank you @CeShakara my email is sharedmoments.tv@gmail.com,Thank you @CeShakara my email is sharedmoments.tv@gmail.com,True,content_reaction
@matselisolinakane9448,I am a girl but I relate 100%,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,I am a girl but I relate 100%,I am a girl but I relate 100%,True,scope_relevant
@geenigeria5327,My brother God you. I thank you for helping a lot of  people .,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,My brother God you. I thank you for helping a lot of  people .,My brother God you. I thank you for helping a lot of people .,True,content_reaction
@sherahm.inspires9969,Wow those are unique guy friends u got there son. Your story is inspirational. Clouds of blessings.,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,4,Wow those are unique guy friends u got there son. Your story is inspirational. Clouds of blessings.,Wow those are unique guy friends u got there son. Your story is inspirational. Clouds of blessings.,True,content_reaction
@mercyrosefunmi7355,"JUSTUS, WAOW YOUR STORY IS VERY MOVING, YOU'VE GONE THROUGH A LOT. I WENT THRU SIMILAR CHILDHOOD VERY HARD TO EXPRESS THIS WHEN SOMEONE WHO NEVER EXPERIENCE THIS KIND OF LIFE.  I WANTED TO WRITE BUT BCOS OF MY OTHER SIBLINGS I HELD BACK. BUT THIS EMOTIONAL IMPART IS VERY STRONG, IN FACT MENTALLY AFFECTS YOU.  PEOPLE ARE GOING THRU A LOT. WELDONE FOR BUILDING UP A SETTING TO HELP PEOPLE.  MY SISTER AND I ALWAYS WANTED TO SET UP A CHARITY TO SUPPORT PEOPLE.  DON'T GIVE UP KEEP ENCOURAGING AND YOU MIGHT FIND PEOPLE TO HELP WITH INNER PEACE.  YOU'VE DONE GOOD!",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,1,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,"JUSTUS, WAOW YOUR STORY IS VERY MOVING, YOU'VE GONE THROUGH A LOT. I WENT THRU SIMILAR CHILDHOOD VERY HARD TO EXPRESS THIS WHEN SOMEONE WHO NEVER EXPERIENCE THIS KIND OF LIFE.  I WANTED TO WRITE BUT BCOS OF MY OTHER SIBLINGS I HELD BACK. BUT THIS EMOTIONAL IMPART IS VERY STRONG, IN FACT MENTALLY AFFECTS YOU.  PEOPLE ARE GOING THRU A LOT. WELDONE FOR BUILDING UP A SETTING TO HELP PEOPLE.  MY SISTER AND I ALWAYS WANTED TO SET UP A CHARITY TO SUPPORT PEOPLE.  DON'T GIVE UP KEEP ENCOURAGING AND YOU MIGHT FIND PEOPLE TO HELP WITH INNER PEACE.  YOU'VE DONE GOOD!","JUSTUS, WAOW YOUR STORY IS VERY MOVING, YOU'VE GONE THROUGH A LOT. I WENT THRU SIMILAR CHILDHOOD VERY HARD TO EXPRESS THIS WHEN SOMEONE WHO NEVER EXPERIENCE THIS KIND OF LIFE. I WANTED TO WRITE BUT BCOS OF MY OTHER SIBLINGS I HELD BACK. BUT THIS EMOTIONAL IMPART IS VERY STRONG, IN FACT MENTALLY AFFECTS YOU. PEOPLE ARE GOING THRU A LOT. WELDONE FOR BUILDING UP A SETTING TO HELP PEOPLE. MY SISTER AND I ALWAYS WANTED TO SET UP A CHARITY TO SUPPORT PEOPLE. DON'T GIVE UP KEEP ENCOURAGING AND YOU MIGHT FIND PEOPLE TO HELP WITH INNER PEACE. YOU'VE DONE GOOD!",True,piece_relevant
@nyotamutobo1700,Your story is really inspiring. Thanks for sharing your story. I am happy you have come out to talk about your life experiences and how you have overcome your pains.,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,Your story is really inspiring. Thanks for sharing your story. I am happy you have come out to talk about your life experiences and how you have overcome your pains.,Your story is really inspiring. Thanks for sharing your story. I am happy you have come out to talk about your life experiences and how you have overcome your pains.,True,content_reaction
