author,comment,commentsCount,pageUrl,replyCount,title,type,videoID,voteCount,comment_text,comment_text_norm,keep,keep_reason
@estherema6551,"I saw this and it made me  cry,it reminded me as a 12year old, living in Nairobi,and I was taken somewhere along jogoo road, makadara estate to be precise and I underwent through fgm.",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,1,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,4,"I saw this and it made me  cry,it reminded me as a 12year old, living in Nairobi,and I was taken somewhere along jogoo road, makadara estate to be precise and I underwent through fgm.","I saw this and it made me cry,it reminded me as a 12year old, living in Nairobi,and I was taken somewhere along jogoo road, makadara estate to be precise and I underwent through fgm.",True,piece_relevant
@zipporahwangari826,"A very enlightening episode,,,,we need to do a lot to stop all this atrocities to a girl's child",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,1,"A very enlightening episode,,,,we need to do a lot to stop all this atrocities to a girl's child","A very enlightening episode,,,,we need to do a lot to stop all this atrocities to a girl's child",True,piece_relevant
@tsc2022,Awesome! Informative! Educative!,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,1,Awesome! Informative! Educative!,Awesome! Informative! Educative!,True,content_reaction
@faithmaloi8221,Eyieee go girl rozy,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,0,Eyieee go girl rozy,Eyieee go girl rozy,True,piece_relevant
@muthonindegwa5590,"Informative and emotional piece.
Great work director, Kambua, Judy, Dorcas and all who contributed.",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,1,"Informative and emotional piece.
Great work director, Kambua, Judy, Dorcas and all who contributed.","Informative and emotional piece. Great work director, Kambua, Judy, Dorcas and all who contributed.",True,content_reaction
@Sweetrose7349,"Thank you Phil for this, next kindly do a documentary on rape and molestation on young girls. Myself I was ""fingered"" by a primary school male teacher from class 6-8. I do remember seeing blood in his fingers after he did it the first time (he broke my virginity). I reported the case to women teachers but I was told its because i didn't wear long clothes and it was my fault. I was a child 11,12,13  years during this period.  I have heard he was arrested in another school after transfer and did the same there. I am 31 years old woman now, but it affected me psychologically. I didnt get the HIV, but I hate men, I have never trusted any man in my life. I still have nightmares about some huge black man choking me like he used to. I fear sex, i fear getting married as sex is a great part of marriage. A documentary would help a girl who might be going through the same.",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,2,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,7,"Thank you Phil for this, next kindly do a documentary on rape and molestation on young girls. Myself I was ""fingered"" by a primary school male teacher from class 6-8. I do remember seeing blood in his fingers after he did it the first time (he broke my virginity). I reported the case to women teachers but I was told its because i didn't wear long clothes and it was my fault. I was a child 11,12,13  years during this period.  I have heard he was arrested in another school after transfer and did the same there. I am 31 years old woman now, but it affected me psychologically. I didnt get the HIV, but I hate men, I have never trusted any man in my life. I still have nightmares about some huge black man choking me like he used to. I fear sex, i fear getting married as sex is a great part of marriage. A documentary would help a girl who might be going through the same.","Thank you Phil for this, next kindly do a documentary on rape and molestation on young girls. Myself I was ""fingered"" by a primary school male teacher from class 6-8. I do remember seeing blood in his fingers after he did it the first time (he broke my virginity). I reported the case to women teachers but I was told its because i didn't wear long clothes and it was my fault. I was a child 11,12,13 years during this period. I have heard he was arrested in another school after transfer and did the same there. I am 31 years old woman now, but it affected me psychologically. I didnt get the HIV, but I hate men, I have never trusted any man in my life. I still have nightmares about some huge black man choking me like he used to. I fear sex, i fear getting married as sex is a great part of marriage. A documentary would help a girl who might be going through the same.",True,piece_relevant
@carrenmenya425,Thank you for this Phil❤,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,1,Thank you for this Phil❤,Thank you for this Phil❤,True,creator_reaction
@cindytptp9225,"this is educative 
my view having been from the maa community 
the girl child is impacted at a young age that without the cut you cannot be a complete woman so they request for the cut themselves",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,0,"this is educative 
my view having been from the maa community 
the girl child is impacted at a young age that without the cut you cannot be a complete woman so they request for the cut themselves",this is educative my view having been from the maa community the girl child is impacted at a young age that without the cut you cannot be a complete woman so they request for the cut themselves,True,piece_relevant
@magdalenekaleli399,Loved the documetary it's very informative. Just gained new insights that FGM is not only in Maa but other parts of the country including Nairobi and its environments. Good job @phil and the team for making this.,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,1,Loved the documetary it's very informative. Just gained new insights that FGM is not only in Maa but other parts of the country including Nairobi and its environments. Good job @phil and the team for making this.,Loved the documetary it's very informative. Just gained new insights that FGM is not only in Maa but other parts of the country including Nairobi and its environments. Good job @phil and the team for making this.,True,piece_relevant
@samposhumary7706,"I am from the Maa community as well and I have studied, graduated and I’m working and I’m ready to support and educate my community that FGM & early childhood is wrong.",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,8,"I am from the Maa community as well and I have studied, graduated and I’m working and I’m ready to support and educate my community that FGM & early childhood is wrong.","I am from the Maa community as well and I have studied, graduated and I'm working and I'm ready to support and educate my community that FGM & early childhood is wrong.",True,piece_relevant
@smakblessed7440,Thanks Team for informative documentary. I believe God will make a way.,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,1,Thanks Team for informative documentary. I believe God will make a way.,Thanks Team for informative documentary. I believe God will make a way.,True,piece_relevant
@Highlyfavoured-c2f,Woooooow💯💯this is really nice..thanks Phil for the bold step you've taken to speak about this act that people ignore and assume yet it has so many effects on our girls,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,2,Woooooow💯💯this is really nice..thanks Phil for the bold step you've taken to speak about this act that people ignore and assume yet it has so many effects on our girls,Woooooow💯💯this is really nice..thanks Phil for the bold step you've taken to speak about this act that people ignore and assume yet it has so many effects on our girls,True,piece_relevant
@littlemisssunshine6272,"This is a wonderful conversation, thank you Philip. Kindly consider putting subtitles for our none Kenyan friends that want to be part of this conversation. Thank you 💜💜💜",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,0,"This is a wonderful conversation, thank you Philip. Kindly consider putting subtitles for our none Kenyan friends that want to be part of this conversation. Thank you 💜💜💜","This is a wonderful conversation, thank you Philip. Kindly consider putting subtitles for our none Kenyan friends that want to be part of this conversation. Thank you 💜💜💜",True,creator_reaction
@susanwanjirumwangi4243,And here I thought FGM Imebaki huku NEP tu. Sad. And early marriages...I lost a student in form 3 to this as well. Kudos on shinning a light on this,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,4,And here I thought FGM Imebaki huku NEP tu. Sad. And early marriages...I lost a student in form 3 to this as well. Kudos on shinning a light on this,And here I thought FGM Imebaki huku NEP tu. Sad. And early marriages...I lost a student in form 3 to this as well. Kudos on shinning a light on this,True,piece_relevant
@AnnMueni-fr8nk,"This is big..Phil, great job",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,1,"This is big..Phil, great job","This is big..Phil, great job",True,creator_reaction
@vevo3130,"Let me tell you hebu niongee kwa Kiswahili, ni hivi imani na utamaduni ni moja kati ya vitu hatari sana Mwanadamu akishikilia; bila kutafakari au asipotumia akili, na ndio hii kitu wamasai wanafanya yaani kuna saa ukifikiria au ukiwauliza kwanini bado mwafanya hivyo? na ni ukatili hawana jibu lingine zaidi ya kuwa wanaenzi utamaduni au imani, ila ukweli ni kwa sababu Mwanadamu hapendi kuambiwa ni  ile akili ya uzuzu ya ""huwezi niambia kitu wewe"" hasa wanaume na wazee wa hizi jamii hasa kama hivyo mmeenda wanawake wengi ndio kabisaaaaa yaani ""HAWAAMBILIKI"" ukiwaangalia hapo ni kama wanaelewa na wamejua ila sio mara ya kwanza wanaambiwa na imagine miaka yote hiyo unadhani hawajui, wanajua vizuri na ndio maana wanafanya kwa kificho au wanafanyia watoto wachanga kabisa, wanajua ni makosa na ni kinyume na sheria; ila sasa kwa sababu ya kutoambilika ""HAWAAMBILIKI"" na sheria pia zimelegalega basi ndio kabisaaa...""mwanadamu hakomboleki mpaka aamue mwenyewe"" so tuendelee tu kuwaelimisha ila maamuzi ni juu yao na watoto ni wao....NASIKITIKA SANA NA NAUMIA SANA WATOTO WAKIFANYIWA UKATILI",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,0,"Let me tell you hebu niongee kwa Kiswahili, ni hivi imani na utamaduni ni moja kati ya vitu hatari sana Mwanadamu akishikilia; bila kutafakari au asipotumia akili, na ndio hii kitu wamasai wanafanya yaani kuna saa ukifikiria au ukiwauliza kwanini bado mwafanya hivyo? na ni ukatili hawana jibu lingine zaidi ya kuwa wanaenzi utamaduni au imani, ila ukweli ni kwa sababu Mwanadamu hapendi kuambiwa ni  ile akili ya uzuzu ya ""huwezi niambia kitu wewe"" hasa wanaume na wazee wa hizi jamii hasa kama hivyo mmeenda wanawake wengi ndio kabisaaaaa yaani ""HAWAAMBILIKI"" ukiwaangalia hapo ni kama wanaelewa na wamejua ila sio mara ya kwanza wanaambiwa na imagine miaka yote hiyo unadhani hawajui, wanajua vizuri na ndio maana wanafanya kwa kificho au wanafanyia watoto wachanga kabisa, wanajua ni makosa na ni kinyume na sheria; ila sasa kwa sababu ya kutoambilika ""HAWAAMBILIKI"" na sheria pia zimelegalega basi ndio kabisaaa...""mwanadamu hakomboleki mpaka aamue mwenyewe"" so tuendelee tu kuwaelimisha ila maamuzi ni juu yao na watoto ni wao....NASIKITIKA SANA NA NAUMIA SANA WATOTO WAKIFANYIWA UKATILI","Let me tell you hebu niongee kwa Kiswahili, ni hivi imani na utamaduni ni moja kati ya vitu hatari sana Mwanadamu akishikilia; bila kutafakari au asipotumia akili, na ndio hii kitu wamasai wanafanya yaani kuna saa ukifikiria au ukiwauliza kwanini bado mwafanya hivyo? na ni ukatili hawana jibu lingine zaidi ya kuwa wanaenzi utamaduni au imani, ila ukweli ni kwa sababu Mwanadamu hapendi kuambiwa ni ile akili ya uzuzu ya ""huwezi niambia kitu wewe"" hasa wanaume na wazee wa hizi jamii hasa kama hivyo mmeenda wanawake wengi ndio kabisaaaaa yaani ""HAWAAMBILIKI"" ukiwaangalia hapo ni kama wanaelewa na wamejua ila sio mara ya kwanza wanaambiwa na imagine miaka yote hiyo unadhani hawajui, wanajua vizuri na ndio maana wanafanya kwa kificho au wanafanyia watoto wachanga kabisa, wanajua ni makosa na ni kinyume na sheria; ila sasa kwa sababu ya kutoambilika ""HAWAAMBILIKI"" na sheria pia zimelegalega basi ndio kabisaaa...""mwanadamu hakomboleki mpaka aamue mwenyewe"" so tuendelee tu kuwaelimisha ila maamuzi ni juu yao na watoto ni wao....NASIKITIKA SANA NA NAUMIA SANA WATOTO WAKIFANYIWA UKATILI",True,scope_relevant
@StephenMugo-f2k,"Waaaaah 😢😢my heart is bleeding when I hear this,Mr Karanja thank you so much my the God Almighty bless you and your awesome team for the good work 💯 
And my prayer is may this end isikue tu ni stori tu na pattern 😢",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,0,"Waaaaah 😢😢my heart is bleeding when I hear this,Mr Karanja thank you so much my the God Almighty bless you and your awesome team for the good work 💯 
And my prayer is may this end isikue tu ni stori tu na pattern 😢","Waaaaah 😢😢my heart is bleeding when I hear this,Mr Karanja thank you so much my the God Almighty bless you and your awesome team for the good work 💯 And my prayer is may this end isikue tu ni stori tu na pattern 😢",True,content_reaction
@vevo3130,Ila some societies jamani!!!! Kha! Nashukuru kuzaliwa nilipozaliwa na mwanangu wa kike kuzaliwa na mimi.....uwiih!,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,0,Ila some societies jamani!!!! Kha! Nashukuru kuzaliwa nilipozaliwa na mwanangu wa kike kuzaliwa na mimi.....uwiih!,Ila some societies jamani!!!! Kha! Nashukuru kuzaliwa nilipozaliwa na mwanangu wa kike kuzaliwa na mimi.....uwiih!,True,substantive_broad
@mercychepngeno3840,"I watched the Makosa ni Yangu movie by Abel mtua and philit TV and I was furious. Furious in the way women are abused in the society, not only by men but also perpetrated by women😢. Guys, let's love one another jamani n respect humans",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,5,"I watched the Makosa ni Yangu movie by Abel mtua and philit TV and I was furious. Furious in the way women are abused in the society, not only by men but also perpetrated by women😢. Guys, let's love one another jamani n respect humans","I watched the Makosa ni Yangu movie by Abel mtua and philit TV and I was furious. Furious in the way women are abused in the society, not only by men but also perpetrated by women😢. Guys, let's love one another jamani n respect humans",True,piece_relevant
@KatamChero,"Phill and the entire crew you deserve a thank you for this 🙏
Kindly visit west pokot too🤲",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,0,"Phill and the entire crew you deserve a thank you for this 🙏
Kindly visit west pokot too🤲",Phill and the entire crew you deserve a thank you for this 🙏 Kindly visit west pokot too🤲,True,creator_reaction
@bettymwongera4949,Thanks Phil ..Weuh this is hard let's sensitive to these communities I think even education matters a lot.,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,1,Thanks Phil ..Weuh this is hard let's sensitive to these communities I think even education matters a lot.,Thanks Phil ..Weuh this is hard let's sensitive to these communities I think even education matters a lot.,True,creator_reaction
@teresiamungai7602,"As a mama girl weeeh had all sorts of emotions watching this 😢
 Thank you Karanja and Kambua for this piece",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,11,"As a mama girl weeeh had all sorts of emotions watching this 😢
 Thank you Karanja and Kambua for this piece",As a mama girl weeeh had all sorts of emotions watching this 😢 Thank you Karanja and Kambua for this piece,True,piece_relevant
@Life.Seasons,😢😢😢 This is so important!! We must have these conversations!! ❤,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,0,😢😢😢 This is so important!! We must have these conversations!! ❤,😢😢😢 This is so important!! We must have these conversations!! ❤,True,content_reaction
@eunicejosphat5346,Good job Phil 👍👍,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,3,Good job Phil 👍👍,Good job Phil 👍👍,True,creator_reaction
@lizqui249,This so sad,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,0,This so sad,This so sad,True,content_reaction
@DoreenDaria_,This is sad😭😭😭,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,1,This is sad😭😭😭,This is sad😭😭😭,True,content_reaction
@carolinekarimi1161,"Unfortunately its not just a Maa community disaster....its a national one...😢
Thankyou @Phil director for doing the lord's work.",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,4,"Unfortunately its not just a Maa community disaster....its a national one...😢
Thankyou @Phil director for doing the lord's work.",Unfortunately its not just a Maa community disaster....its a national one...😢 Thankyou @Phil director for doing the lord's work.,True,piece_relevant
@lyds2548,"I hate culture and how it's still used in Africa as the biggest perpetrator of abuse,,",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,0,"I hate culture and how it's still used in Africa as the biggest perpetrator of abuse,,","I hate culture and how it's still used in Africa as the biggest perpetrator of abuse,,",True,piece_relevant
@mosesmbugua217,Ur a voice not an echo🎉🎉🎉keep up the good work director... It's here with us let's not ignore it.... This is the conversation we need.,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,6,Ur a voice not an echo🎉🎉🎉keep up the good work director... It's here with us let's not ignore it.... This is the conversation we need.,Ur a voice not an echo🎉🎉🎉keep up the good work director... It's here with us let's not ignore it.... This is the conversation we need.,True,content_reaction
@stellahwanyoike,"Very true, the teacher said it all, educate the women and the men because they are the decision makers",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,0,"Very true, the teacher said it all, educate the women and the men because they are the decision makers","Very true, the teacher said it all, educate the women and the men because they are the decision makers",True,piece_relevant
@stellahwanyoike,"As a Community Health Worker, you're doing great work, but the approach is not effective, why speak English to these old mamas and papas yet they need to understand? 
Pia encourage them to give their views, not the leaders only but also the community members 
28:13",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,0,"As a Community Health Worker, you're doing great work, but the approach is not effective, why speak English to these old mamas and papas yet they need to understand? 
Pia encourage them to give their views, not the leaders only but also the community members 
28:13","As a Community Health Worker, you're doing great work, but the approach is not effective, why speak English to these old mamas and papas yet they need to understand? Pia encourage them to give their views, not the leaders only but also the community members 28:13",True,piece_relevant
@grass2grace256,"Thank you Phil,for this informative episode.",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,1,"Thank you Phil,for this informative episode.","Thank you Phil,for this informative episode.",True,creator_reaction
@MutuaVeronicah,❤❤good job Phil & kambua🎉,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,0,❤❤good job Phil & kambua🎉,❤❤good job Phil & kambua🎉,True,creator_reaction
@gracewaithaka4142,This is what we mean tukisema we need men on board on issues to do with women empowerment. Thank you for this!,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,24,This is what we mean tukisema we need men on board on issues to do with women empowerment. Thank you for this!,This is what we mean tukisema we need men on board on issues to do with women empowerment. Thank you for this!,True,piece_relevant
@margaretodhiambo7009,Am soo sad that I 2025 as Kenyans we are still struggling with FGM and child marriage 😢😢 May God help us,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,5,Am soo sad that I 2025 as Kenyans we are still struggling with FGM and child marriage 😢😢 May God help us,Am soo sad that I 2025 as Kenyans we are still struggling with FGM and child marriage 😢😢 May God help us,True,piece_relevant
@BeverlySaya,Very insightful Phil. Good Job,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,1,Very insightful Phil. Good Job,Very insightful Phil. Good Job,True,creator_reaction
@carolnjeri4230,So sad 😢. Hugs..May God heal your wounds.,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,reply,,0,So sad 😢. Hugs..May God heal your wounds.,So sad 😢. Hugs..May God heal your wounds.,True,scope_relevant
@theworldthroughmyeyes024,"It breaks my heart, to see this still happening in this time and age. This sensitization was still going on in the late 80s and  90s when I was growing in Kajiado. AIC girls was a safe haven for the rescued girls. The education must never stop.",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,1,"It breaks my heart, to see this still happening in this time and age. This sensitization was still going on in the late 80s and  90s when I was growing in Kajiado. AIC girls was a safe haven for the rescued girls. The education must never stop.","It breaks my heart, to see this still happening in this time and age. This sensitization was still going on in the late 80s and 90s when I was growing in Kajiado. AIC girls was a safe haven for the rescued girls. The education must never stop.",True,piece_relevant
@rosenangila1125,"So our sweet kambua speaks good Swahili 😂😂😂😂, good job though",186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,1,"So our sweet kambua speaks good Swahili 😂😂😂😂, good job though","So our sweet kambua speaks good Swahili 😂😂😂😂, good job though",True,content_reaction
@estar1693,👏🏻👏🏻such a beautiful way to put across the message  boldly,186,https://www.youtube.com/watch?v=9lkDNN9BQOU,0,Episode 1: A Girl Dad on a Mission|Is my daughter really safe in this world?,comment,,1,👏🏻👏🏻such a beautiful way to put across the message  boldly,👏🏻👏🏻such a beautiful way to put across the message boldly,True,content_reaction
