url,twitterUrl,id,text,retweetCount,replyCount,likeCount,quoteCount,createdAt,bookmarkCount,isRetweet,isQuote,comment_text,comment_text_norm,keep,keep_reason
https://x.com/DaveKengabi/status/1830597603727143112,https://twitter.com/DaveKengabi/status/1830597603727143112,1830597603727143112,"@amerix ""So, if the woman becomes rude, belligerent, and bellicose, she doesn't deserve to be loved."" 

Key points only",0,0,12,0,Mon Sep 02 13:24:14 +0000 2024,0,False,False,"@amerix ""So, if the woman becomes rude, belligerent, and bellicose, she doesn't deserve to be loved."" 

Key points only","@amerix ""So, if the woman becomes rude, belligerent, and bellicose, she doesn't deserve to be loved."" Key points only",True,piece_relevant
https://x.com/AntonyMungaa/status/1830597922360299815,https://twitter.com/AntonyMungaa/status/1830597922360299815,1830597922360299815,"@amerix Hapa nayo unatuconfuse,...""but man can't love God""",0,2,11,0,Mon Sep 02 13:25:30 +0000 2024,0,False,False,"@amerix Hapa nayo unatuconfuse,...""but man can't love God""","@amerix Hapa nayo unatuconfuse,...""but man can't love God""",True,piece_relevant
https://x.com/MajorPhilant777/status/1830597963422511341,https://twitter.com/MajorPhilant777/status/1830597963422511341,1830597963422511341,"@amerix I disagree with this 
The Bible say 
You must love  your God with your whole heart and with your whole soul and with your whole mind.”​—MATT. 22:37.

A Man can Love God",0,3,10,0,Mon Sep 02 13:25:40 +0000 2024,0,False,False,"@amerix I disagree with this 
The Bible say 
You must love  your God with your whole heart and with your whole soul and with your whole mind.”​—MATT. 22:37.

A Man can Love God","@amerix I disagree with this The Bible say You must love your God with your whole heart and with your whole soul and with your whole mind.""​—MATT. 22:37. A Man can Love God",True,piece_relevant
https://x.com/CCoastarian/status/1830611401708290102,https://twitter.com/CCoastarian/status/1830611401708290102,1830611401708290102,@amerix Wacha nichague wakunipenda ndio niweze kumpa respect,0,2,9,0,Mon Sep 02 14:19:03 +0000 2024,0,False,False,@amerix Wacha nichague wakunipenda ndio niweze kumpa respect,@amerix Wacha nichague wakunipenda ndio niweze kumpa respect,True,piece_relevant
https://x.com/dheg0at/status/1830595979898388821,https://twitter.com/dheg0at/status/1830595979898388821,1830595979898388821,@amerix Women love money and money only.. anything else is BS,0,1,8,0,Mon Sep 02 13:17:47 +0000 2024,0,False,False,@amerix Women love money and money only.. anything else is BS,@amerix Women love money and money only.. anything else is BS,True,piece_relevant
https://x.com/Antidotech/status/1830621925074145469,https://twitter.com/Antidotech/status/1830621925074145469,1830621925074145469,@amerix This information is paramount. Thank you Doc.,0,0,6,0,Mon Sep 02 15:00:52 +0000 2024,0,False,False,@amerix This information is paramount. Thank you Doc.,@amerix This information is paramount. Thank you Doc.,True,creator_reaction
https://x.com/Nuskaren/status/1830615155715264972,https://twitter.com/Nuskaren/status/1830615155715264972,1830615155715264972,@amerix So women should not love God? 🤔 We should only submit to human beings? I do not agree to this.,0,2,5,0,Mon Sep 02 14:33:58 +0000 2024,0,False,False,@amerix So women should not love God? 🤔 We should only submit to human beings? I do not agree to this.,@amerix So women should not love God? 🤔 We should only submit to human beings? I do not agree to this.,True,piece_relevant
https://x.com/nkatha_grace/status/1830674782255202546,https://twitter.com/nkatha_grace/status/1830674782255202546,1830674782255202546,"@amerix This is actually on point 100% the only problem is there are a few Men our generation who understands this, they expect a woman to submit to weakness just because you're born male, Men need to upgrade if we are to fix humanity and healthy rshps.",0,0,5,0,Mon Sep 02 18:30:55 +0000 2024,0,False,False,"@amerix This is actually on point 100% the only problem is there are a few Men our generation who understands this, they expect a woman to submit to weakness just because you're born male, Men need to upgrade if we are to fix humanity and healthy rshps.","@amerix This is actually on point 100% the only problem is there are a few Men our generation who understands this, they expect a woman to submit to weakness just because you're born male, Men need to upgrade if we are to fix humanity and healthy rshps.",True,piece_relevant
https://x.com/duncanakello/status/1830597791791411431,https://twitter.com/duncanakello/status/1830597791791411431,1830597791791411431,"@amerix While I don’t believe in god in the traditional sense, this statement is totally correct, first time I am making such a response amerix content, there is an evolutionary science behind this, but that is a story for another day",1,0,3,0,Mon Sep 02 13:24:59 +0000 2024,0,False,False,"@amerix While I don’t believe in god in the traditional sense, this statement is totally correct, first time I am making such a response amerix content, there is an evolutionary science behind this, but that is a story for another day","@amerix While I don't believe in god in the traditional sense, this statement is totally correct, first time I am making such a response amerix content, there is an evolutionary science behind this, but that is a story for another day",True,piece_relevant
https://x.com/shazlove44/status/1830595705259405777,https://twitter.com/shazlove44/status/1830595705259405777,1830595705259405777,"@amerix Our lecturer said ""Get married to a man who loves you""",0,2,5,0,Mon Sep 02 13:16:41 +0000 2024,0,False,False,"@amerix Our lecturer said ""Get married to a man who loves you""","@amerix Our lecturer said ""Get married to a man who loves you""",True,piece_relevant
https://x.com/Mass_Servant/status/1830596279165997097,https://twitter.com/Mass_Servant/status/1830596279165997097,1830596279165997097,@amerix That what can make a good wife,0,0,5,0,Mon Sep 02 13:18:58 +0000 2024,0,False,False,@amerix That what can make a good wife,@amerix That what can make a good wife,True,creator_reaction
https://x.com/jimmiejames_ke/status/1830597361921388960,https://twitter.com/jimmiejames_ke/status/1830597361921388960,1830597361921388960,@amerix Man is the prize. Men should stop simping everywhere.,0,1,4,0,Mon Sep 02 13:23:16 +0000 2024,0,False,False,@amerix Man is the prize. Men should stop simping everywhere.,@amerix Man is the prize. Men should stop simping everywhere.,True,piece_relevant
https://x.com/thee_localman/status/1830595783089078336,https://twitter.com/thee_localman/status/1830595783089078336,1830595783089078336,@amerix I'll never forget this!,0,2,4,0,Mon Sep 02 13:17:00 +0000 2024,0,False,False,@amerix I'll never forget this!,@amerix I'll never forget this!,True,creator_reaction
https://x.com/NgetichElisha20/status/1830597679547547802,https://twitter.com/NgetichElisha20/status/1830597679547547802,1830597679547547802,@amerix Obeying commandments and respect to God may as well goes with love The greatest commandment,0,0,3,0,Mon Sep 02 13:24:32 +0000 2024,0,False,False,@amerix Obeying commandments and respect to God may as well goes with love The greatest commandment,@amerix Obeying commandments and respect to God may as well goes with love The greatest commandment,True,piece_relevant
https://x.com/Kckingson/status/1830598087783379257,https://twitter.com/Kckingson/status/1830598087783379257,1830598087783379257,"@amerix You can't love what's above you.

You can only respect.

Beware",0,0,3,0,Mon Sep 02 13:26:09 +0000 2024,0,False,False,"@amerix You can't love what's above you.

You can only respect.

Beware",@amerix You can't love what's above you. You can only respect. Beware,True,piece_relevant
https://x.com/AmirBiggie/status/1830596750073323987,https://twitter.com/AmirBiggie/status/1830596750073323987,1830596750073323987,@amerix Love is a top down action  no wonder it no longer work cause people don't understand it,0,0,3,0,Mon Sep 02 13:20:50 +0000 2024,0,False,False,@amerix Love is a top down action  no wonder it no longer work cause people don't understand it,@amerix Love is a top down action no wonder it no longer work cause people don't understand it,True,piece_relevant
https://x.com/aghan_mteule/status/1830596208089240021,https://twitter.com/aghan_mteule/status/1830596208089240021,1830596208089240021,@amerix It's only women who are allowed to love emotionally,0,0,3,0,Mon Sep 02 13:18:41 +0000 2024,0,False,False,@amerix It's only women who are allowed to love emotionally,@amerix It's only women who are allowed to love emotionally,True,piece_relevant
https://x.com/kenyasiasani/status/1830612514583019728,https://twitter.com/kenyasiasani/status/1830612514583019728,1830612514583019728,"@amerix In matters of love, it is often believed that a man loves a woman, not the other way around. #ManDay",0,0,3,0,Mon Sep 02 14:23:29 +0000 2024,0,False,False,"@amerix In matters of love, it is often believed that a man loves a woman, not the other way around. #ManDay","@amerix In matters of love, it is often believed that a man loves a woman, not the other way around. #ManDay",True,piece_relevant
https://x.com/Sebast_tales/status/1830597281936204269,https://twitter.com/Sebast_tales/status/1830597281936204269,1830597281936204269,"@amerix Women can never love a man. They are only loyal to their feelings. When a man loves them, they know and they are loyal to that treatment they get from the man.",0,0,3,0,Mon Sep 02 13:22:57 +0000 2024,0,False,False,"@amerix Women can never love a man. They are only loyal to their feelings. When a man loves them, they know and they are loyal to that treatment they get from the man.","@amerix Women can never love a man. They are only loyal to their feelings. When a man loves them, they know and they are loyal to that treatment they get from the man.",True,piece_relevant
https://x.com/SimonKi42982067/status/1830595978157580755,https://twitter.com/SimonKi42982067/status/1830595978157580755,1830595978157580755,@amerix Thank you master ✊,0,1,2,0,Mon Sep 02 13:17:46 +0000 2024,0,False,False,@amerix Thank you master ✊,@amerix Thank you master ✊,True,creator_reaction
https://x.com/Crystal_Vivvy/status/1830595521511137315,https://twitter.com/Crystal_Vivvy/status/1830595521511137315,1830595521511137315,@amerix Absolutely true,0,1,2,0,Mon Sep 02 13:15:57 +0000 2024,0,False,False,@amerix Absolutely true,@amerix Absolutely true,True,creator_reaction
https://x.com/KiptenaiTom/status/1830603913617404196,https://twitter.com/KiptenaiTom/status/1830603913617404196,1830603913617404196,"@amerix The hierarchy is clear, it's human who are trying to tamper with it. God wasn't stupid to set the order, those who suffer matter related to love and respect are being punished for disobeying God's order.",0,0,2,0,Mon Sep 02 13:49:18 +0000 2024,0,False,False,"@amerix The hierarchy is clear, it's human who are trying to tamper with it. God wasn't stupid to set the order, those who suffer matter related to love and respect are being punished for disobeying God's order.","@amerix The hierarchy is clear, it's human who are trying to tamper with it. God wasn't stupid to set the order, those who suffer matter related to love and respect are being punished for disobeying God's order.",True,piece_relevant
https://x.com/shilah_kaei/status/1830604888059052494,https://twitter.com/shilah_kaei/status/1830604888059052494,1830604888059052494,@amerix I also believe love is a two way thing if i do love and support then i cannot survive also...has to be mutual for us to grow together,0,0,2,0,Mon Sep 02 13:53:10 +0000 2024,0,False,False,@amerix I also believe love is a two way thing if i do love and support then i cannot survive also...has to be mutual for us to grow together,@amerix I also believe love is a two way thing if i do love and support then i cannot survive also...has to be mutual for us to grow together,True,piece_relevant
https://x.com/KennedyKilonzi2/status/1830595821223526414,https://twitter.com/KennedyKilonzi2/status/1830595821223526414,1830595821223526414,"@amerix Literally, this means naeza penda madem wengi as I need?",0,1,2,0,Mon Sep 02 13:17:09 +0000 2024,0,False,False,"@amerix Literally, this means naeza penda madem wengi as I need?","@amerix Literally, this means naeza penda madem wengi as I need?",True,creator_reaction
https://x.com/MajorMinor6597/status/1830630210905256206,https://twitter.com/MajorMinor6597/status/1830630210905256206,1830630210905256206,"@amerix The idea that a woman who is ""rude, belligerent, and bellicose"" doesn't deserve love and should be abandoned reflects a punitive approach to relationships. This view fails to account for the importance of communication, understanding, and growth in relationships.",0,0,2,0,Mon Sep 02 15:33:48 +0000 2024,0,False,False,"@amerix The idea that a woman who is ""rude, belligerent, and bellicose"" doesn't deserve love and should be abandoned reflects a punitive approach to relationships. This view fails to account for the importance of communication, understanding, and growth in relationships.","@amerix The idea that a woman who is ""rude, belligerent, and bellicose"" doesn't deserve love and should be abandoned reflects a punitive approach to relationships. This view fails to account for the importance of communication, understanding, and growth in relationships.",True,piece_relevant
https://x.com/Wa39424Wafula/status/1830604266748498335,https://twitter.com/Wa39424Wafula/status/1830604266748498335,1830604266748498335,@amerix Hapo kwa man's roles umesahau the most important...he is to be the PRIEST of the home,0,0,2,0,Mon Sep 02 13:50:42 +0000 2024,0,False,False,@amerix Hapo kwa man's roles umesahau the most important...he is to be the PRIEST of the home,@amerix Hapo kwa man's roles umesahau the most important...he is to be the PRIEST of the home,True,piece_relevant
https://x.com/netmines/status/1830609650791956504,https://twitter.com/netmines/status/1830609650791956504,1830609650791956504,"@amerix So many hurt men in comment section agreeing with this,  truth is Love has to be charged always by, ""being loved in return""   i agree with many of your taked but not on this. Who doesnt love their mother? I am toilling right now so that i can build my parents a house. Thats love",0,3,2,0,Mon Sep 02 14:12:06 +0000 2024,0,False,False,"@amerix So many hurt men in comment section agreeing with this,  truth is Love has to be charged always by, ""being loved in return""   i agree with many of your taked but not on this. Who doesnt love their mother? I am toilling right now so that i can build my parents a house. Thats love","@amerix So many hurt men in comment section agreeing with this, truth is Love has to be charged always by, ""being loved in return"" i agree with many of your taked but not on this. Who doesnt love their mother? I am toilling right now so that i can build my parents a house. Thats love",True,piece_relevant
https://x.com/airiticketsKP/status/1830598542056104272,https://twitter.com/airiticketsKP/status/1830598542056104272,1830598542056104272,"@amerix women need to understand this, we didn't make this rules, it's completely natural order, God came first ,man followed, then woman ,then children.",0,0,2,0,Mon Sep 02 13:27:57 +0000 2024,0,False,False,"@amerix women need to understand this, we didn't make this rules, it's completely natural order, God came first ,man followed, then woman ,then children.","@amerix women need to understand this, we didn't make this rules, it's completely natural order, God came first ,man followed, then woman ,then children.",True,piece_relevant
https://x.com/johnfredjnr/status/1830595843516223982,https://twitter.com/johnfredjnr/status/1830595843516223982,1830595843516223982,@amerix Children can't love a mother?,0,1,2,0,Mon Sep 02 13:17:14 +0000 2024,0,False,False,@amerix Children can't love a mother?,@amerix Children can't love a mother?,True,piece_relevant
https://x.com/lexinouno/status/1830760948564664727,https://twitter.com/lexinouno/status/1830760948564664727,1830760948564664727,@amerix Then why does the bible say love the Lord your God with all your heart???,0,0,2,0,Tue Sep 03 00:13:18 +0000 2024,0,False,False,@amerix Then why does the bible say love the Lord your God with all your heart???,@amerix Then why does the bible say love the Lord your God with all your heart???,True,piece_relevant
https://x.com/do_be_better/status/1830775093724606588,https://twitter.com/do_be_better/status/1830775093724606588,1830775093724606588,"A main component of this is that love is an action, not a feeling.

When you love someone you act in a manner that shows that. You do things for them.

Children will appreciate what their Mom does for them. But their Mom is the one who is actively doing things for them.

Love is action. If you love someone, then show them by your actions.",0,0,2,0,Tue Sep 03 01:09:31 +0000 2024,0,False,False,"A main component of this is that love is an action, not a feeling.

When you love someone you act in a manner that shows that. You do things for them.

Children will appreciate what their Mom does for them. But their Mom is the one who is actively doing things for them.

Love is action. If you love someone, then show them by your actions.","A main component of this is that love is an action, not a feeling. When you love someone you act in a manner that shows that. You do things for them. Children will appreciate what their Mom does for them. But their Mom is the one who is actively doing things for them. Love is action. If you love someone, then show them by your actions.",True,piece_relevant
https://x.com/Trinity_G_inve/status/1830619527102545950,https://twitter.com/Trinity_G_inve/status/1830619527102545950,1830619527102545950,@amerix True,0,0,2,0,Mon Sep 02 14:51:21 +0000 2024,1,False,False,@amerix True,@amerix True,True,creator_reaction
https://x.com/edinah36598/status/1830596198593700165,https://twitter.com/edinah36598/status/1830596198593700165,1830596198593700165,"@amerix Respect and love are mutual, not one-sided. Healthy relationships thrive on partnership, not subservience. A loving man and woman support and cherish each other equally.",0,0,2,0,Mon Sep 02 13:18:39 +0000 2024,0,False,False,"@amerix Respect and love are mutual, not one-sided. Healthy relationships thrive on partnership, not subservience. A loving man and woman support and cherish each other equally.","@amerix Respect and love are mutual, not one-sided. Healthy relationships thrive on partnership, not subservience. A loving man and woman support and cherish each other equally.",True,piece_relevant
https://x.com/itssirhenry/status/1830596386234208520,https://twitter.com/itssirhenry/status/1830596386234208520,1830596386234208520,@amerix How many penetrations per week?,0,1,1,0,Mon Sep 02 13:19:23 +0000 2024,0,False,False,@amerix How many penetrations per week?,@amerix How many penetrations per week?,True,piece_relevant
https://x.com/kigengilbet1254/status/1936473139485020391,https://twitter.com/kigengilbet1254/status/1936473139485020391,1936473139485020391,"@amerix Ephesians 5:33*: ""However, each one of you also must love his wife as he loves himself, and the wife must respect her husband.""",0,0,1,0,Sat Jun 21 17:15:49 +0000 2025,0,False,False,"@amerix Ephesians 5:33*: ""However, each one of you also must love his wife as he loves himself, and the wife must respect her husband.""","@amerix Ephesians 5:33*: ""However, each one of you also must love his wife as he loves himself, and the wife must respect her husband.""",True,piece_relevant
https://x.com/AyemereIrabor/status/1830598108373553535,https://twitter.com/AyemereIrabor/status/1830598108373553535,1830598108373553535,"@amerix This is a great piece, Eric!",0,0,1,0,Mon Sep 02 13:26:14 +0000 2024,0,False,False,"@amerix This is a great piece, Eric!","@amerix This is a great piece, Eric!",True,creator_reaction
https://x.com/votaryofChrist/status/1830618138326802548,https://twitter.com/votaryofChrist/status/1830618138326802548,1830618138326802548,"@amerix Man can and should love God. This is the whole point of life, to love God with all our heart.

Mark 12:30
Love the Lord your God with all your heart and with all your soul and with all your mind and with all your strength",0,0,1,0,Mon Sep 02 14:45:50 +0000 2024,1,False,False,"@amerix Man can and should love God. This is the whole point of life, to love God with all our heart.

Mark 12:30
Love the Lord your God with all your heart and with all your soul and with all your mind and with all your strength","@amerix Man can and should love God. This is the whole point of life, to love God with all our heart. Mark 12:30 Love the Lord your God with all your heart and with all your soul and with all your mind and with all your strength",True,piece_relevant
https://x.com/ngoga_levin/status/1830707689694888332,https://twitter.com/ngoga_levin/status/1830707689694888332,1830707689694888332,@amerix Amerix is right,0,0,1,0,Mon Sep 02 20:41:40 +0000 2024,0,False,False,@amerix Amerix is right,@amerix Amerix is right,True,creator_reaction
https://x.com/Kaswizy/status/1830596263618007231,https://twitter.com/Kaswizy/status/1830596263618007231,1830596263618007231,"@amerix Wow, this must be of your hardest tweets🫡",0,1,1,0,Mon Sep 02 13:18:54 +0000 2024,0,False,False,"@amerix Wow, this must be of your hardest tweets🫡","@amerix Wow, this must be of your hardest tweets🫡",True,creator_reaction
https://x.com/lawrenceMk23/status/1830599999291330863,https://twitter.com/lawrenceMk23/status/1830599999291330863,1830599999291330863,"@amerix However, the similarities of these two comparable relationships should not be confused as equivalents, for the love of God to a man is the purest form of love that supersedes that of a man to his wife.",0,0,1,0,Mon Sep 02 13:33:45 +0000 2024,0,False,False,"@amerix However, the similarities of these two comparable relationships should not be confused as equivalents, for the love of God to a man is the purest form of love that supersedes that of a man to his wife.","@amerix However, the similarities of these two comparable relationships should not be confused as equivalents, for the love of God to a man is the purest form of love that supersedes that of a man to his wife.",True,piece_relevant
https://x.com/TheMBG/status/1830614347623854223,https://twitter.com/TheMBG/status/1830614347623854223,1830614347623854223,@amerix On the 4Ps so far I've managed penetration. Now let me work on the remaining in order to be a complete man. #Manday,0,0,1,0,Mon Sep 02 14:30:46 +0000 2024,0,False,False,@amerix On the 4Ps so far I've managed penetration. Now let me work on the remaining in order to be a complete man. #Manday,@amerix On the 4Ps so far I've managed penetration. Now let me work on the remaining in order to be a complete man. #Manday,True,piece_relevant
https://x.com/Crystalsea777/status/1830638428750250021,https://twitter.com/Crystalsea777/status/1830638428750250021,1830638428750250021,"@amerix This is wrong teaching. God is love, and the Bible says while we were yet sinners, He died for us. He doesn't love us because we are worthy or submissive, but because it's His nature to love. His love is unconditional. Even when He chastises and corrects, He does it in love.",0,2,1,0,Mon Sep 02 16:06:27 +0000 2024,0,False,False,"@amerix This is wrong teaching. God is love, and the Bible says while we were yet sinners, He died for us. He doesn't love us because we are worthy or submissive, but because it's His nature to love. His love is unconditional. Even when He chastises and corrects, He does it in love.","@amerix This is wrong teaching. God is love, and the Bible says while we were yet sinners, He died for us. He doesn't love us because we are worthy or submissive, but because it's His nature to love. His love is unconditional. Even when He chastises and corrects, He does it in love.",True,piece_relevant
https://x.com/raw_bie/status/1830723769670717618,https://twitter.com/raw_bie/status/1830723769670717618,1830723769670717618,"@amerix Precede

• Provide

• Protect

• Penetrate",0,0,1,0,Mon Sep 02 21:45:34 +0000 2024,0,False,False,"@amerix Precede

• Provide

• Protect

• Penetrate",@amerix Precede • Provide • Protect • Penetrate,True,piece_relevant
https://x.com/brianne_adero/status/1830612859539402763,https://twitter.com/brianne_adero/status/1830612859539402763,1830612859539402763,"@amerix If only men could know what amerix knows,this world could be easy.",0,0,1,0,Mon Sep 02 14:24:51 +0000 2024,0,False,False,"@amerix If only men could know what amerix knows,this world could be easy.","@amerix If only men could know what amerix knows,this world could be easy.",True,piece_relevant
https://x.com/Dollamine25/status/1830924137402925551,https://twitter.com/Dollamine25/status/1830924137402925551,1830924137402925551,@amerix @TweetHelperBot screenshot this,0,1,1,0,Tue Sep 03 11:01:45 +0000 2024,0,False,False,@amerix @TweetHelperBot screenshot this,@amerix @TweetHelperBot screenshot this,True,creator_reaction
https://x.com/Sammyvblog/status/1830638174445662244,https://twitter.com/Sammyvblog/status/1830638174445662244,1830638174445662244,@amerix @pikaso_me screenshot this,0,0,1,0,Mon Sep 02 16:05:27 +0000 2024,0,False,False,@amerix @pikaso_me screenshot this,@amerix @pikaso_me screenshot this,True,creator_reaction
https://x.com/Mkenya__/status/1830659688792465735,https://twitter.com/Mkenya__/status/1830659688792465735,1830659688792465735,@amerix God's love is unconditional,0,0,1,0,Mon Sep 02 17:30:56 +0000 2024,0,False,False,@amerix God's love is unconditional,@amerix God's love is unconditional,True,piece_relevant
https://x.com/Kakaa_aaaa/status/1830661268702929148,https://twitter.com/Kakaa_aaaa/status/1830661268702929148,1830661268702929148,"@amerix ""...Therefore, man must obey, submit, and respect God to be loved..."" ..this a weak god.",0,0,1,0,Mon Sep 02 17:37:13 +0000 2024,0,False,False,"@amerix ""...Therefore, man must obey, submit, and respect God to be loved..."" ..this a weak god.","@amerix ""...Therefore, man must obey, submit, and respect God to be loved..."" ..this a weak god.",True,piece_relevant
https://x.com/okumuthomas_/status/1830612705893630170,https://twitter.com/okumuthomas_/status/1830612705893630170,1830612705893630170,@amerix I totally agree master,0,0,1,0,Mon Sep 02 14:24:14 +0000 2024,0,False,False,@amerix I totally agree master,@amerix I totally agree master,True,creator_reaction
https://x.com/SebbieMzing/status/1830615490374590807,https://twitter.com/SebbieMzing/status/1830615490374590807,1830615490374590807,@amerix plus love is very intellectual thing,0,0,1,0,Mon Sep 02 14:35:18 +0000 2024,0,False,False,@amerix plus love is very intellectual thing,@amerix plus love is very intellectual thing,True,piece_relevant
https://x.com/mutembeiwiliam/status/1830602123089994105,https://twitter.com/mutembeiwiliam/status/1830602123089994105,1830602123089994105,@amerix Be a man who uses the 4ps not doing what she wants,0,0,1,0,Mon Sep 02 13:42:11 +0000 2024,0,False,False,@amerix Be a man who uses the 4ps not doing what she wants,@amerix Be a man who uses the 4ps not doing what she wants,True,piece_relevant
