id,images,text,likes,replies,retweets,quotes,timestamp,url,comment_text,comment_text_norm,keep,keep_reason
2023674319717515407,,Thank you. Paka hauwezi piga uue😂,4,0,0,0,2026-02-17T08:22:00.000Z,https://x.com/OchamOliver_/status/2023674319717515407,Thank you. Paka hauwezi piga uue😂,Thank you. Paka hauwezi piga uue😂,True,content_reaction
2023711617133977731,,"In longterm sight I agree with you, lakini in short sight amerix ako on point. Ukipewa hii kitu gonga kuua.",3,1,0,0,2026-02-17T10:50:00.000Z,https://x.com/DavidKonde68529/status/2023711617133977731,"In longterm sight I agree with you, lakini in short sight amerix ako on point. Ukipewa hii kitu gonga kuua.","In longterm sight I agree with you, lakini in short sight amerix ako on point. Ukipewa hii kitu gonga kuua.",True,creator_reaction
2023905750347637023,,No amount of sex can keep a woman ata umkule kama punda utaskia alikulwa juu alienda kuimba kiberiti kwa jirani,3,0,0,0,2026-02-17T23:41:00.000Z,https://x.com/fel790/status/2023905750347637023,No amount of sex can keep a woman ata umkule kama punda utaskia alikulwa juu alienda kuimba kiberiti kwa jirani,No amount of sex can keep a woman ata umkule kama punda utaskia alikulwa juu alienda kuimba kiberiti kwa jirani,True,piece_relevant
2023669719916560449,,You are out of order @kibeandy. You didn't get the message right I guess haujatoa lock.,2,0,0,0,2026-02-17T08:03:00.000Z,https://x.com/MainaEnock5/status/2023669719916560449,You are out of order @kibeandy. You didn't get the message right I guess haujatoa lock.,You are out of order @kibeandy. You didn't get the message right I guess haujatoa lock.,True,creator_reaction
2023687053670555890,,Women gaslighting men. And the truth is stranger than fiction. It will never happen. Kama pesa haiwaweki faithful.,2,0,0,0,2026-02-17T09:12:00.000Z,https://x.com/fizziebaunz/status/2023687053670555890,Women gaslighting men. And the truth is stranger than fiction. It will never happen. Kama pesa haiwaweki faithful.,Women gaslighting men. And the truth is stranger than fiction. It will never happen. Kama pesa haiwaweki faithful.,True,piece_relevant
2023665596005503135,,"Your obsession with status and control exposes more about your insecurity than reality.No amount of money, size, or power entitles anyone to loyalty. Reduce your delusions kibe..watu wa boda wengi are married and they are entitled to women just like any other guy",2,0,0,0,2026-02-17T07:47:00.000Z,https://x.com/lincentochieng/status/2023665596005503135,"Your obsession with status and control exposes more about your insecurity than reality.No amount of money, size, or power entitles anyone to loyalty. Reduce your delusions kibe..watu wa boda wengi are married and they are entitled to women just like any other guy","Your obsession with status and control exposes more about your insecurity than reality.No amount of money, size, or power entitles anyone to loyalty. Reduce your delusions kibe..watu wa boda wengi are married and they are entitled to women just like any other guy",True,piece_relevant
2023760802159935949,,"Amerix is a book nerd, doesn't have much experience in the streets.

Kibe is seasoned in the ways of the streets",1,0,0,0,2026-02-17T14:05:00.000Z,https://x.com/kilow_ke/status/2023760802159935949,"Amerix is a book nerd, doesn't have much experience in the streets.

Kibe is seasoned in the ways of the streets","Amerix is a book nerd, doesn't have much experience in the streets. Kibe is seasoned in the ways of the streets",True,substantive_broad
2023690820151636300,,You don't understand that sex is spiritual. Circled through vibration that if you vibrate correctly you will lock the current flow and nobody can flow on the vibration you created 😂😂,1,3,0,0,2026-02-17T09:27:00.000Z,https://x.com/berith_shaback/status/2023690820151636300,You don't understand that sex is spiritual. Circled through vibration that if you vibrate correctly you will lock the current flow and nobody can flow on the vibration you created 😂😂,You don't understand that sex is spiritual. Circled through vibration that if you vibrate correctly you will lock the current flow and nobody can flow on the vibration you created 😂😂,True,piece_relevant
2023684527718085094,,"The realization came after nilitry my all kusatisfy a girl I didn’t even like like that. 
She gaslit me that I didn’t perform well the last time, nilitry foreplay, music etc.Dem hakuwa anarespond ata
Nikachapa my 2 rounds
Then 2 days later ananiblame tena ati sijui kufuck!🤣",1,0,0,0,2026-02-17T09:02:00.000Z,https://x.com/Truthsayer4reel/status/2023684527718085094,"The realization came after nilitry my all kusatisfy a girl I didn’t even like like that. 
She gaslit me that I didn’t perform well the last time, nilitry foreplay, music etc.Dem hakuwa anarespond ata
Nikachapa my 2 rounds
Then 2 days later ananiblame tena ati sijui kufuck!🤣","The realization came after nilitry my all kusatisfy a girl I didn't even like like that. She gaslit me that I didn't perform well the last time, nilitry foreplay, music etc.Dem hakuwa anarespond ata Nikachapa my 2 rounds Then 2 days later ananiblame tena ati sijui kufuck!🤣",True,scope_relevant
2023703297295614320,,Bro Kibe is right.But you don’t have to agree to that right now.Something about Kibe’s teachings is that you experience them yourself then you remember him and his words but after the damage had already been done,3,2,0,0,2026-02-17T10:17:00.000Z,https://x.com/MickyMbeya/status/2023703297295614320,Bro Kibe is right.But you don’t have to agree to that right now.Something about Kibe’s teachings is that you experience them yourself then you remember him and his words but after the damage had already been done,Bro Kibe is right.But you don't have to agree to that right now.Something about Kibe's teachings is that you experience them yourself then you remember him and his words but after the damage had already been done,True,creator_reaction
2023716220902797818,,"I’ve watched many of Kibe’s clips on YouTube. Either he speaks for content creation, or he has a very shallow understanding of masculinity. Dude gives off incel vibes.",5,2,0,0,2026-02-17T11:08:00.000Z,https://x.com/itsKikuyus/status/2023716220902797818,"I’ve watched many of Kibe’s clips on YouTube. Either he speaks for content creation, or he has a very shallow understanding of masculinity. Dude gives off incel vibes.","I've watched many of Kibe's clips on YouTube. Either he speaks for content creation, or he has a very shallow understanding of masculinity. Dude gives off incel vibes.",True,piece_relevant
2023715500132303144,,"""Family-oriented"" na mnakiliwa mabibi hapa nje kama njugu raising kids that are not even yours. Kuwa mpole boss.",1,1,0,0,2026-02-17T11:05:00.000Z,https://x.com/jbkodek/status/2023715500132303144,"""Family-oriented"" na mnakiliwa mabibi hapa nje kama njugu raising kids that are not even yours. Kuwa mpole boss.","""Family-oriented"" na mnakiliwa mabibi hapa nje kama njugu raising kids that are not even yours. Kuwa mpole boss.",True,substantive_broad
2023680386572960195,,who is the malaya...man or woman?,0,0,0,0,2026-02-17T08:46:00.000Z,https://x.com/andrewmwnk/status/2023680386572960195,who is the malaya...man or woman?,who is the malaya...man or woman?,True,piece_relevant
2023720344373059747,,You are just a weak man living in denial but when reality heats you will remember Kibe like Njugush or Phil,1,0,0,0,2026-02-17T11:25:00.000Z,https://x.com/josephkima7039/status/2023720344373059747,You are just a weak man living in denial but when reality heats you will remember Kibe like Njugush or Phil,You are just a weak man living in denial but when reality heats you will remember Kibe like Njugush or Phil,True,substantive_broad
2023716676680945867,,Most women marry men they didn't want anyway. Trying to fuck your way out of it is useless.,0,0,0,0,2026-02-17T11:10:00.000Z,https://x.com/jbkodek/status/2023716676680945867,Most women marry men they didn't want anyway. Trying to fuck your way out of it is useless.,Most women marry men they didn't want anyway. Trying to fuck your way out of it is useless.,True,piece_relevant
2023740404105957679,,Ata ukisatisfy haiezi kuwa kila siku...and once you satisfy it becomea the bare minimum,1,0,0,0,2026-02-17T12:44:00.000Z,https://x.com/Nectar901/status/2023740404105957679,Ata ukisatisfy haiezi kuwa kila siku...and once you satisfy it becomea the bare minimum,Ata ukisatisfy haiezi kuwa kila siku...and once you satisfy it becomea the bare minimum,True,substantive_broad
2023721120005017785,,"Spiritual manade, just basic biology happening in the body. So you mean hao donkeys when they kulana they are being spiritual. Stop this naivety",0,1,0,0,2026-02-17T11:28:00.000Z,https://x.com/Lorenzoalex_/status/2023721120005017785,"Spiritual manade, just basic biology happening in the body. So you mean hao donkeys when they kulana they are being spiritual. Stop this naivety","Spiritual manade, just basic biology happening in the body. So you mean hao donkeys when they kulana they are being spiritual. Stop this naivety",True,content_reaction
2023799723099123959,,The moment you'll realize your soul and animals aren't the same it's when you'll take back the naivety word. The Man gave the animals names. Animals weren't created in God's image ama were they?,0,1,0,0,2026-02-17T16:40:00.000Z,https://x.com/berith_shaback/status/2023799723099123959,The moment you'll realize your soul and animals aren't the same it's when you'll take back the naivety word. The Man gave the animals names. Animals weren't created in God's image ama were they?,The moment you'll realize your soul and animals aren't the same it's when you'll take back the naivety word. The Man gave the animals names. Animals weren't created in God's image ama were they?,True,substantive_broad
2023716175805640884,,We are slowly learning than most men are naive. Look at this one😂,0,0,0,0,2026-02-17T11:08:00.000Z,https://x.com/jbkodek/status/2023716175805640884,We are slowly learning than most men are naive. Look at this one😂,We are slowly learning than most men are naive. Look at this one😂,True,content_reaction
2023688036945408280,,And it will never happen. A woman is only loyal to hypergamy.,1,0,0,0,2026-02-17T09:16:00.000Z,https://x.com/OkiruKiroge/status/2023688036945408280,And it will never happen. A woman is only loyal to hypergamy.,And it will never happen. A woman is only loyal to hypergamy.,True,piece_relevant
2023693879309124056,,"Kukua self aware ni kitu ya maana sana. 
Men if you're not centered, you'll always be seeking validation and answers from another man. That's SINNING. 
We said sinning is missing the mark, loosing the way. 🤗🤗🤗",1,1,0,0,2026-02-17T09:39:00.000Z,https://x.com/KWPFIVE/status/2023693879309124056,"Kukua self aware ni kitu ya maana sana. 
Men if you're not centered, you'll always be seeking validation and answers from another man. That's SINNING. 
We said sinning is missing the mark, loosing the way. 🤗🤗🤗","Kukua self aware ni kitu ya maana sana. Men if you're not centered, you'll always be seeking validation and answers from another man. That's SINNING. We said sinning is missing the mark, loosing the way. 🤗🤗🤗",True,scope_relevant
2023719629424914821,,Neither can you provide to submissions. Feminization of intergender relationships philosophy is the problem. But red pill has done  a good job so far.,1,0,0,0,2026-02-17T11:22:00.000Z,https://x.com/geefelo/status/2023719629424914821,Neither can you provide to submissions. Feminization of intergender relationships philosophy is the problem. But red pill has done  a good job so far.,Neither can you provide to submissions. Feminization of intergender relationships philosophy is the problem. But red pill has done a good job so far.,True,content_reaction
2023874426136387888,,"Huyo She-Male hapendi ukweli, atakulima block.

He feels like he is the alpha and Omega of men and masculinity.

Like his words and observation are thou and shall never be challenged.

A man who thinks he knows it all.",0,0,0,0,2026-02-17T21:37:00.000Z,https://x.com/Mr_Mobuto/status/2023874426136387888,"Huyo She-Male hapendi ukweli, atakulima block.

He feels like he is the alpha and Omega of men and masculinity.

Like his words and observation are thou and shall never be challenged.

A man who thinks he knows it all.","Huyo She-Male hapendi ukweli, atakulima block. He feels like he is the alpha and Omega of men and masculinity. Like his words and observation are thou and shall never be challenged. A man who thinks he knows it all.",True,piece_relevant
2023714484091842623,,If that woman meet me it will be the end of her problems.,0,0,0,0,2026-02-17T11:01:00.000Z,https://x.com/klassy_d/status/2023714484091842623,If that woman meet me it will be the end of her problems.,If that woman meet me it will be the end of her problems.,True,piece_relevant
2023762992895283654,,Good sex mwanamke haezi kusahau hawezi Tafta inje . Shida you just talking of umalaya stick to your wife if at all you have a wife . Gosh 🙄,0,0,0,0,2026-02-17T14:14:00.000Z,https://x.com/bkerora88/status/2023762992895283654,Good sex mwanamke haezi kusahau hawezi Tafta inje . Shida you just talking of umalaya stick to your wife if at all you have a wife . Gosh 🙄,Good sex mwanamke haezi kusahau hawezi Tafta inje . Shida you just talking of umalaya stick to your wife if at all you have a wife . Gosh 🙄,True,piece_relevant
2030352160433508410,,Wewe unakuaga mentally colonized by the social noise. Wachia @Amerix kazi yake. Wewe talk about hoes,0,0,0,0,2026-03-07T18:37:00.000Z,https://x.com/mr_gratidude/status/2030352160433508410,Wewe unakuaga mentally colonized by the social noise. Wachia @Amerix kazi yake. Wewe talk about hoes,Wewe unakuaga mentally colonized by the social noise. Wachia @Amerix kazi yake. Wewe talk about hoes,True,substantive_broad
2024066313044328778,,Your work is not to fuck a woman in to submission.,0,0,0,0,2026-02-18T10:19:00.000Z,https://x.com/MosesOd63168161/status/2024066313044328778,Your work is not to fuck a woman in to submission.,Your work is not to fuck a woman in to submission.,True,piece_relevant
2023695731983540384,,No man has ever satisfied a woman sexually for life. Sexual dopamine is infinite.,0,0,0,0,2026-02-17T09:47:00.000Z,https://x.com/kingsman_254/status/2023695731983540384,No man has ever satisfied a woman sexually for life. Sexual dopamine is infinite.,No man has ever satisfied a woman sexually for life. Sexual dopamine is infinite.,True,piece_relevant
2023760136079384849,,"Submision as is in nature has never been anchored around sex. In humans, submission comes from polarized leadership. Mostly by age. A man must be very older than his woman. The woman must bare childlike status to the man and the man must bare fatherlike status.",0,0,0,0,2026-02-17T14:03:00.000Z,https://x.com/ruiru_farmer/status/2023760136079384849,"Submision as is in nature has never been anchored around sex. In humans, submission comes from polarized leadership. Mostly by age. A man must be very older than his woman. The woman must bare childlike status to the man and the man must bare fatherlike status.","Submision as is in nature has never been anchored around sex. In humans, submission comes from polarized leadership. Mostly by age. A man must be very older than his woman. The woman must bare childlike status to the man and the man must bare fatherlike status.",True,piece_relevant
2024084651258896518,,"Both of you are right…
From a single perspective and from a marriage perspective",0,0,0,0,2026-02-18T11:32:00.000Z,https://x.com/IsKanyari/status/2024084651258896518,"Both of you are right…
From a single perspective and from a marriage perspective",Both of you are right… From a single perspective and from a marriage perspective,True,piece_relevant
2023663849455468815,,Wewe ndo ng'ombe hapa. Umeona wapi akiongelelea story za kuwa faithful?,4,1,0,0,2026-02-17T07:40:00.000Z,https://x.com/IamAzizJamal/status/2023663849455468815,Wewe ndo ng'ombe hapa. Umeona wapi akiongelelea story za kuwa faithful?,Wewe ndo ng'ombe hapa. Umeona wapi akiongelelea story za kuwa faithful?,True,piece_relevant
2023664754615586951,,What is the objective of dominating her sexually?,1,1,0,0,2026-02-17T07:44:00.000Z,https://x.com/MakalangaZai/status/2023664754615586951,What is the objective of dominating her sexually?,What is the objective of dominating her sexually?,True,piece_relevant
