"DIRECTIONS: Read each comment and question in full. For ""Select ALL that apply"" questions, copy and paste each applicable answer option, separated by commas, into your answer box. For ""Open text"" questions, please add 1 sentence or a couple of words as your answer. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Content ID,Context,Content Text / Description,"Q1. Does the content start with an attention-getter? 
Options:
Yes
No

 Attention-getter could be verbal or visual, such as video titles and/or captions. These visual attention-getters may include statements in all caps, statements with excessive exclamation points [list some examples, potentially include screenshot examples. Not needed if we decide to focus on verbal attention-getters only] ","Q1a. If yes, what kind of attention-getting strategies does it use? Choose all that apply.

Options: 
Compelling question / 
Use of all CAPS / 
Humor or sarcasm / 
Shares something violent or gross / 
Shares something sexual / 
Shares something surprising / 
Uses a news headline or social media trend as opener / 
Interesting visual or meme / 
Other","Q1b. If other, specify the attention-getting strategy.
Open text","Q2. What is/are the primary topic(s) of the content? Choose all that apply.

Options: 
Dating/marriage / 
Friends/socializing / 
Family/children / 
Money/status / 
Fitness/self-improvement / 
Mental health / 
Gender issues, e.g. equality / 
Social issues, e.g. corruption / 
Religion/morality / 
Gaming/technology / 
Other","Q2a. If other, specify the topic.
Open text","Q3. Characterize the type of content.

Options: Interview/conversational content / 
Motivational/self-help content / 
Commentary/reaction content / Other","Q3a. If other, specify the content type.
Open text","Q4. Does this content address masculinity / gender norms?

Options: 
Yes, explicitly / 
Yes, implicitly / 
No","Q5. If yes, how would you characterize the type of masculinity or gender norms addressed?

Options: 
More regressive/traditional/restrictive / 
More progressive/equitable/expansive / 
Mixed/unclear / 
Does not address masculinity or gender norms","Q6. If yes, does the content address what men should do or be in society?

Options: 
Yes / 
No / 
Unclear / 
Not applicable","Q7. If yes, what does the content indicate men do or need to do? Choose all that apply.

Options: 
Men need to dominate/lead / 
Men need to provide/succeed / 
Men are disadvantaged/victims / 
Men need to improve themselves / 
Men need to be fully self-reliant / 
Men need to be emotionally open / 
Men need to not show emotions / 
Men need to be equal partners / Mixed/unclear / 
Other / 
Not applicable","Q7a. If other, specify what the content indicates men need to do.
Open text","Q8. What problem is being identified in the content? Choose all that apply.

Options: 
Kenyan or Nigerian political/social problems / Global political/social/cultural problems  /  
Western political/social influence / 
Women/feminism / 
Men’s behavior / 
Economic/status pressure / 
Mental health/emotional struggle / 
No clear problem is identified / 
Other","Q8a. If other, specify the problem.
Open text","Q9. What solution is being proposed? Choose all that apply.

Options: 
Social or political change / 
Assert dominance/control / 
More wealth/status / 
More self-discipline/fitness / 
More emotional growth/healing / 
More equality/respect for men / 
More equality/respect for women / 
Building community / 
No clear solution / 
Other","Q9a. If other, specify the solution.
Open text","Q10. How would you characterize the communication mode of this content? Choose all that apply.

Options: 
Advice/instruction / 
Personal story / 
Commentary/opinion / Debate/argument / 
Humor/satire / 
Motivational speech / 
News/telling facts / 
Other","Q10a. If other, specify the communication mode.
Open text","Q11. Which audience needs does the content aim to fulfill? Choose all that apply.

Options: 
Entertainment/escapism / Information seeking / 
Connection/social interaction / 
Self expression/identity construction / 
Status seeking / 
Documentation of events / 
None of these apply","Q12. How does the content support its claims or messages?

Options: 
Generalizations about men/women / 
Personal experience / 
Stories about men/women / 
Cultural/social observations / 
Facts/statistics / 
Moral/religious claims / 
Mixed / 
No support / 
Other","Q12a. If other, specify how the content supports its claims.
Open text","Q13. How are the claims justified?

Options: No justification / 
Anecdotal examples / 
Presented as common sense / 
References data / 
References religion/tradition / 
References external sources, such as other influencers / 
Other","Q13a. If other, specify how the claims are justified.
Open text","Q14. What is the general sentiment toward men?

Options: 
Negative / 
Positive / 
Mixed / 
Neutral / 
Unclear / 
Not mentioned
","Q15. What is the general sentiment toward women?

Options: 
Negative / 
Positive / 
Mixed / 
Neutral / 
Unclear / 
Not mentioned","Q16. What is the general sentiment toward traditional gender norms?

Options: 
Negative / 
Positive / 
Mixed / 
Neutral / 
Unclear / 
Not mentioned","Q17. Does the content use fear or threat to help drive the message home?

Options: Yes /
Somewhat / 
No","Q18. Does the content include any calls to action to the audience?

Options:
 Yes / 
No","Q18a. If yes, what kinds of calls to action are included? Choose all that apply.

Options: 
Calls for audience to like the content / 
Calls for audience to share the content / Calls for audience to follow the speaker on social media / 
Calls for men to follow more traditional gender norms / 
Calls for men to follow more equitable gender norms / 
Calls for women to follow more traditional gender norms / 
Calls for women to follow more equitable gender norms / 
Calls for politicians or social figures to do something / 
Calls for audience to vote in a different way / 
Other","Q18b. If other, specify the call to action.
Open text"
PHIL-007,Philip's framing of why he is making the documentary,"Partnering with Equality Now, an organization committed to fighting gender based violence through legal means, I received a map, a guide to conversations that needed to be had. I set off on a journey to hear directly from survivors of sexual violence. To grasp the reality my daughter faces.",No,,,Family/children,,Interview/conversational content,,No,,,,,Kenyan or Nigerian political/social problems,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Not mentioned,Positive,Not mentioned,Somewhat,No,,
PHIL-011,Kambua frames the timeline for Philip - his 4-year-old daughter could be FGM-targeted in 4 years,(In response to Kambua noting his daughter is four years old and could be FGM-targeted within four years.) You can't wrap your head around that.,No,,,Family/children; Social issues,,Interview/conversational content,,No,,,,,Global political/social/cultural problems,,No clear solution,,Commentary/opinion,,Information seeking,No support,,No justification,,Not mentioned,Unclear,Not mentioned,No,No,,
PHIL-012,"Philip on how close Kimana, Kajiado is to Nairobi","How can this be a reality? How can this be our life? An 8, 9, 10-year-old child, even if it is a tradition, how do you desire such a young girl to be your wife?",No,,,Dating/marriage,,Interview/conversational content,,"Yes, implicitly",More progressive / equitable / expansive,No,,,No clear problem is identified,,No clear solution,,Commentary/opinion,,Information seeking,Facts/statistics,,References data,,Negative,Positive,Negative,No,No,,
PHIL-019,Philip's repeated framing - he cannot conceptualize fathers seeing daughters as wives,"I think I still have a difficult time accepting some of the explanations. Because, I don't think there's a way I can look at my daughter, and one day think of her as my wife.",No,,,Dating/marriage,,Interview/conversational content,,"Yes, implicitly",More progressive / equitable / expansive,No,,,No clear problem is identified,,More equality/respect for women,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Negative,Positive,Negative,No,No,,
PHIL-029,Philip recounting a story he heard about a child witness being left alone with her perpetrator in the courtroom,"There was a case where I was talking to the survivor and she told me, she's the mom. She told me at some point the judge actually asked her to leave the courtroom and leave the child and the perpetrator in the same room. I don't know, something about that just seems wrong. Like how do you have a child and the perpetrator in the same room at any one point? And this child is supposed to give out their statement.",No,,,Family/children; Social issues,,Interview/conversational content,,No,,,,,Kenyan or Nigerian political/social problems,,Social or political change,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Negative,Positive,Not mentioned,Somewhat,No,,
KIBE-014,"Kibe continues on decision-making, claiming women respond sexually to men who make decisions","Yaani they even get wet. A man who makes decisions. Hey, yeah. Women love it. Women love men who take decisions. Who make decisions, yes. So they love it. So the man who does that does not have time to be discussing with her anything. No, men who make decisions don't have time to listen to women. What is a woman telling you? Women are for good times, Jagero.",Yes,Shares something sexual,,Gender issues,,Interview/conversational content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Men need to dominate/lead,,Women/feminism,,Assert dominance/control,,Advice/instruction,,Information seeking,Generalizations about men/women,,Presented as common sense,,Neutral,Negative,Unclear,No,Yes,Calls for men to follow more traditional gender norms,
KIBE-026,Joab and Kibe are debating whether women should serve in the military. Kibe argues women slow men down.,"And the women slow down the men. Women they exercises are are less than men. You know that. So if men are running 10 km, women are given five. Really? And the time that they're supposed to finish is very different from the men. But you're telling me these people are going to go fight the same enemy? The enemy doesn't care whether it's a man or a woman or the other side. So why dilute the forces by bringing women to reduce the the average speed? Physically a woman and a man are very different.",Yes,Compelling question,,Gender issues,,Interview/conversational content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,Women/feminism,,Social or political change,,Personal story,,Self expression/identity construction,Facts/statistics,,References data,,Neutral,Negative,Positive,Yes,No,,
KIBE-052,Kibe's claim that women become physically aroused by decisive men - directly tying masculine dominance to female sexuality,"Yaani they even get wet. A man who makes decisions. Hey, yeah. Women love it. Women love men who take decisions. Who make decisions, yes. So they love it. So the man who does that does not have time to be discussing with her anything.",Yes,Shares something sexual,,Gender issues,,Interview/conversational content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Men need to dominate/lead,,Women/feminism,,No clear solution,,Commentary/opinion,,Information seeking,Generalizations about men/women,,Presented as common sense,,Neutral,Neutral,Unclear,No,Yes,Calls for men to follow more traditional gender norms,
KIBE-061,Kibe critiques female internet content creators like Mungai Eve - frames OnlyFans as women avoiding work,"No, no. You see the women don't really want to work. They want the easy way out. Yeah, which is selling sex. Imagine if you had something so valuable people are willing to pay for it. Like if my dick was valuable, I then I walk out of here and a woman tells me, Kibe, can I take you to Diani?",Yes,Shares something sexual,,Dating/marriage,,Commentary/reaction content,,"Yes, implicitly",More regressive / traditional / restrictive,No,,,Women/feminism,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Neutral,Negative,Positive,No,No,,
KIBE-064,Kibe shares a personal story about leaving a crusade meeting and immediately calling his mother - admits this as his weakness,"When I left, I remember the first call that I made and I was I couldn't wait to make that call was to my mother. I remember that till today because it is my my weakness. So nika call mom. Nikamwambia, 'Mom, you will never believe what happened.' Imagine, a grown ass man. Just from blasting. I just ejaculated in that woman who was there. And here I am calling my mother. About what? What what's this connection? This is somebody's wife. What's this connection that a son has with the mother? It is it is almost forbidden.",No,,,Dating/marriage,,Commentary/reaction content,,"Yes, implicitly",Mixed/unclear,No,,,No clear problem is identified,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Unclear,Unclear,Unclear,No,No,,
KIBE-077,Kibe argues marriage worked when communities protected both spouses - and now men are unprotected,Unless it's a country where it's set up to protect the institution. You see the communities at the time used to protect the institution. They protected it. The man and the woman were both protected. So the woman doesn't this guy up and the man doesn't her up. And the kids grow up among other kids.,No,,,Social issues,,Commentary/reaction content,,"Yes, implicitly",Mixed/unclear,No,,,No clear problem is identified,,More equality/respect for men,,Commentary/opinion,,Information seeking,No support,,No justification,,Positive,Negative,Unclear,No,No,,
KIBE-091,Kibe tells the story of breaking the news of his sister's death to his 90-year-old grandfather - frames the grandfather's stoic response as the proper masculine model,"For someone who we have been thinking that he's going to collapse and die the moment he hears this, he processed it for less than 5 minutes. And then he asked, 'So, what next?' Because that's what men do. So, when Is there something we can do to bring her back? No. Okay. Then we continue. Now, this is the way of the man.",Yes,Shares something surprising,,Gender issues,,Interview/conversational content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Men need to not show emotions,,No clear problem is identified,,No clear solution,,Commentary/opinion,,Information seeking,Facts/statistics,,References data,,Positive,Not mentioned,Positive,No,No,,
1951561231522746625,https://x.com/amerix/status/1951561231522746625,"Men, Soy men say things like, ""I thought relationships are about friendship?"" No. It is not. Did you ever see your FATHER compromise his authority to accommodate your mother? But some of you are fatherless, you can't understand. GUARD YOUR FRAME #MasculinitySaturday",No,,,Family/children,,Commentary/reaction content,,"Yes, implicitly",More regressive / traditional / restrictive,Yes,Men need to dominate/lead,,No clear problem is identified,,No clear solution,,Commentary/opinion,,Information seeking,Generalizations about men/women,,Presented as common sense,,Positive,Negative,Positive,Somewhat,Yes,Calls for men to follow more traditional gender norms,
1951614290114310219,https://x.com/amerix/status/1951614290114310219,"Men, Another red flag: — a woman who insults or demeans men in public or on social media, She is disrespectful and chaotic. Women are naturally graceful, compassionate beings, not combative and bellicose. Simps won't understand GUARD YOUR FRAME #MasculinitySaturday",No,,,Gender issues,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Men need to dominate/lead,,Women/feminism,,No clear solution,,Commentary/opinion,,Information seeking,Generalizations about men/women,,Presented as common sense,,Neutral,Negative,Positive,Somewhat,Yes,Calls for men to follow more traditional gender norms,
1954835680426635741,https://x.com/amerix/status/1954835680426635741,"Women can't love a man. It is a lie. It is an illusion. It is a fleeting imagination. Women only adore, respect and submit. It is only a man who loves a woman. UNLEARN! #ManDay",Yes,Shares something surprising,,Gender issues,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,No clear problem is identified,,Assert dominance/control,,Commentary/opinion,,Information seeking,Generalizations about men/women,,Presented as common sense,,Neutral,Negative,Positive,No,Yes,Calls for men to follow more traditional gender norms,
1975245528242729101,https://x.com/amerix/status/1975245528242729101,"MARRIAGE BURNOUT It reaches a point where you get tired of your marriage. The woman looks bothersome, annoying and irritating. This leads to fights, and violence. You only consider it worthwhile because of the children. This is called MARRIAGE BURNOUT. This happens when you ignore the basic pillars of getting into marriage. • Entry behaviour • Frame Control • Power Retention The number 1 cause of MARRIAGE BURNOUT is Loss of Masculine Frame. You became too available to the woman until your value got lost. Every time your woman sees you from Monday to Monday, and from January to January, she loses attraction, and respect. Every time you are there thinking you are pleasing her or the children, she is seeing you as an idiot who has no purpose in life. Modern men are beta males who listen to their wives needs instead of focusing on their goals. They are subservient to bulshit ideologies like ""A man should be there for his wife."" ""If you are not available, she will cheat."" These are distorted imperatives that excite women's emotions. Women emotions are like storms, they appear and disappear. Don't be obedient to them, be obedient to your frame. She values your frame, more than you value her emotions. Once MARRIAGE BURNOUT appears in your marriage, do the following • Take a break from it. • Dissappear into singularity. • Learn a new skill that is not within your career. • Seduce more younger women. • Hit the gym. • Fast. • Read difficult books. • Write and journal more. Don't be a slave in a marriage that has become chaotic. Leave it immediately. You will hit a woman, and she will report you to police. You will be jailed.",Yes,Use of all CAPS,,Dating/marriage,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Men need to dominate/lead,,Women/feminism,,Assert dominance/control,,Advice/instruction,,Information seeking,Facts/statistics,,References data,,Positive,Negative,Positive,Somewhat,Yes,Calls for men to follow more traditional gender norms,
2040406554671829239,https://x.com/amerix/status/2040406554671829239,"Men, There are these special breeds of soy men who, • Cook • Wash utensils and clothes While their wives are there. Are you a fool or something? That is not love. That is stupidity. Let your wife do what she was supposed to do for you. damn fool! #MasculinitySaturday",No,,,Dating/marriage; Gender issues,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Men need to dominate/lead,,No clear problem is identified,,No clear solution,,Commentary/opinion,,Information seeking,Generalizations about men/women,,Presented as common sense,,Mixed,Negative,Positive,Somewhat,Yes,Calls for men to follow more traditional gender norms,
2040459874526433729,https://x.com/amerix/status/2040459874526433729,"Men, Boys who insult us on this app, • Are housewives. • Live with older women. • Are raising other men's babies. • Habitual step-dads & whiteknights. • Fatherless and Soy • Sleep with other men's wives. #MasculinitySaturday posts puncture their egos and trigger guilt. Why would you insult and abuse me yet I want nothing but the best for every man who follows me? CHANGE or PERISH",No,,,Mental health,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Men need to dominate/lead,,Men’s behavior,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Neutral,Mixed,Positive,Yes,Yes,Calls for men to follow more traditional gender norms,
2046157177539162148,https://x.com/amerix/status/2046157177539162148,"The reason I am sharing this video is to show the duplicity of women, and the hypocrisy of purple-pilled men. When women discuss relationships, they often speak from their own delusions about what benefits them at that point. A woman might be saying good things about marriage, and indicating that she is submissive and obedient, but those are the words from her emotional vault. Why is this woman in her 30s not married despite telling us the conservative ideas about women in marriage? It is now becoming a trend for women aged 30+ years to spew red-pill content on social media like TikTok to pander to purple-pilled men and soy-boys, and to trigger angry women for engagement farming. So, if you are listening to women saying good things about marriage, then pause, reflect and hold your praises for her. Women are cunning, they know how to trigger the right cords to make men talk about them. A fisherman doesn't listen to fish on how to fish, he listens to fellow fishermen. #ManDay",No,,,Dating/marriage,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Men need to be emotionally open,,Mental health/emotional struggle,,No clear solution,,Commentary/opinion,,Information seeking,Facts/statistics,,References data,,Neutral,Negative,Positive,Somewhat,Yes,Calls for men to follow more traditional gender norms,
2048821238248669312,https://x.com/amerix/status/2048821238248669312,"Politicians cheat young desperate, jobless men by promising to contract them as their social media managers, videographers, or promising them government jobs or tenders if they win elections. So these young men spend time on social media pushing hashtags and insulting opponents. Only for these young creative men to be lured into hotel rooms for nice food, photo ops, alcohol, and sodomy, then dumped. Since they can't get pregnant, and homosexuality is a despicable shameful experience, they suffer in silence, traumatised, angry and mentally anguished. They are dumped to suffer, and to live with loose bowels, adult Pampers and defiled souls. Politicians who misuse young men in exchange for rectal assault, occult rituals and human sacrifice should be condemned.",No,,,Dating/marriage,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Mixed/unclear,,Mental health/emotional struggle,,Social or political change,,Advice/instruction,,Information seeking,Generalizations about men/women,,Presented as common sense,,Negative,Not mentioned,Not mentioned,Somewhat,Yes,Calls for politicians or social figures to do something,
