text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,source_file,source_text_col,comment_text,comment_text_norm,mode,word_count,has_gender_hint,has_stance_hint,has_experience_hint,has_learning_hint,has_change_hint,has_reinforcement_hint,has_action_hint,has_info_hint,has_identity_hint,keep,keep_reason
They dont talk like that,1,,2025-11-12T08:26:33.000Z,pontiacpilate,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7187674418885526533,7571752361422521144,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f10950177c8450b0d5b190c3c1fea681~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b9952162&x-expires=1775620800&x-signature=rljMh0109KeY507hCuUSK%2BcKm44%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,They dont talk like that,they dont talk like that,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
our money is not for charity anymore,3,,2025-11-12T05:57:00.000Z,kemboivic95,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7042254311574012933,7571713797422416651,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a0c2ded161f332371779510bbcf9595c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=38b79b72&x-expires=1775620800&x-signature=fkwdjf3d4FD65om0SA03VjXGqwQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,our money is not for charity anymore,our money is not for charity anymore,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
"haha tables turned
mkae Kwa manyumba",0,,2025-11-12T03:48:58.000Z,zyra_mali,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6821986602190685189,7571680776778826507,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2c115878b304492416fb26cd2dc1158b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9bb94b8&x-expires=1775620800&x-signature=AJwQdkqH76AYNmiU9F6LgaFoEZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,"haha tables turned
mkae Kwa manyumba",haha tables turned mkae kwa manyumba,v2,6,True,False,False,False,False,False,False,False,False,True,substantive_v2_signal
as long as you are not there tutacheza PS na maboi,0,,2025-11-12T20:45:06.000Z,abudoroba,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7421206308654859282,7571942007544349452,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/614aff399fa5cc840b4b2ee0cedc59d8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b44c8ed2&x-expires=1775620800&x-signature=Kb50bLar8MYojT7jyID9hSw8MIg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,as long as you are not there tutacheza PS na maboi,as long as you are not there tutacheza ps na maboi,v2,11,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
"Wachana Na Mimi
I will say men are broke again",1,,2025-11-12T03:53:06.000Z,zyra_mali,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6821986602190685189,7571681881730007819,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2c115878b304492416fb26cd2dc1158b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9bb94b8&x-expires=1775620800&x-signature=AJwQdkqH76AYNmiU9F6LgaFoEZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,"Wachana Na Mimi
I will say men are broke again",wachana na mimi i will say men are broke again,v2,10,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
"mjifunze kusave
sikuishi Maisha hamwezi fund",0,,2025-11-12T10:07:42.000Z,zyra_mali,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6821986602190685189,7571778449988191032,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2c115878b304492416fb26cd2dc1158b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9bb94b8&x-expires=1775620800&x-signature=AJwQdkqH76AYNmiU9F6LgaFoEZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,"mjifunze kusave
sikuishi Maisha hamwezi fund",mjifunze kusave sikuishi maisha hamwezi fund,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
Wacha economy istablize muwanze tabia mbaya,0,,2025-11-12T10:05:47.000Z,zyra_mali,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6821986602190685189,7571777943887594251,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2c115878b304492416fb26cd2dc1158b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9bb94b8&x-expires=1775620800&x-signature=AJwQdkqH76AYNmiU9F6LgaFoEZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Wacha economy istablize muwanze tabia mbaya,wacha economy istablize muwanze tabia mbaya,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
you are good to go bro man with principles,0,,2025-11-12T03:35:20.000Z,38074973frenzy,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7046322103147480069,7571675047536247608,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ef2e531fa502fc1153e9657c6fea6282~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=75514b18&x-expires=1775620800&x-signature=v%2BO%2FI6%2ByZ3jBEJnGqBzHCieJU0s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,you are good to go bro man with principles,you are good to go bro man with principles,v2,9,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
sijakuona kwa fyp yangu for a while kiongozi,2,,2025-11-11T11:11:15.000Z,fourzero._,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7166611874153972741,7571423741155492620,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a13e8d42cec2fbb3680e7b0757733ebe~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6adab960&x-expires=1775620800&x-signature=YXKNGXq%2BdFTrO6C3%2BiJZeogWYiY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,sijakuona kwa fyp yangu for a while kiongozi,sijakuona kwa fyp yangu for a while kiongozi,v2,8,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
nasikia wakisema we are broke why argue,3,,2025-11-12T09:42:49.000Z,johnmichukigitahi,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6840376966877676550,7571772017399366456,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/99f321cb48a74ed60ebb8e674da93999~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6bbd4eab&x-expires=1775620800&x-signature=J3nmQCn1Tz0u3Muj9aHTY0rsywM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,nasikia wakisema we are broke why argue,nasikia wakisema we are broke why argue,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
Yes Atleast you said it,0,,2025-11-12T07:11:10.000Z,cutty.thuma,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7229326459667989509,7571732943476065080,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ad722b99629cc5a936a222829c8a72da~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=166f3cb5&x-expires=1775620800&x-signature=NC1gAhZbWokIMeWtzmUB6S9AkY0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Yes Atleast you said it,yes atleast you said it,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
At this point whatever what women want to hear to please them we will say and move on,0,,2025-11-12T15:37:58.000Z,son.of.africa49,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7308291437111903238,7571863576944575243,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9c941f4c1323feb71ca44f2767f9d592~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=50a3d1c2&x-expires=1775620800&x-signature=H%2B0yzqvdL1o4%2FixyZCVQFNqW0fI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,At this point whatever what women want to hear to please them we will say and move on,at this point whatever what women want to hear to please them we will say and move on,v2,18,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
eeeeh hatuna na tutaishi tuh,1,,2025-11-12T06:46:36.000Z,alikibali,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7198459225026462725,7571725182189929272,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/586db4627b0c2dde295d56b33af0a22a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=98dd1c81&x-expires=1775620800&x-signature=z8i3c4wHouKLEMPT%2FZUD2164KS4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,eeeeh hatuna na tutaishi tuh,eeeeh hatuna na tutaishi tuh,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
and still men are running those expensive ones,5,,2025-11-11T17:43:43.000Z,shadowace521,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7270331754073261062,7571524905708159800,https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=352e3ce0&x-expires=1775620800&x-signature=B9qHnwOL9GLf%2FJKgdpVm1Zfjh7o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,and still men are running those expensive ones,and still men are running those expensive ones,v2,8,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
jisemee wewe mwenyewe kama umesota umesota gathee,41,,2025-11-11T16:05:00.000Z,emwai254,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7249353446519407622,7571499436137988876,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/07c32d193228a0b6ceb59c0edf321762~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6d8ef5aa&x-expires=1775620800&x-signature=uhfP2lCRVXax5J0qlbMeBuUe2Vw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,jisemee wewe mwenyewe kama umesota umesota gathee,jisemee wewe mwenyewe kama umesota umesota gathee,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
little money screams at clubs real money buts plots builds flats,2,,2025-11-11T19:07:47.000Z,wilsonmuthui572,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7378859634688164870,7571546549546500875,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/57642a8d1e43bd93e086dd3d083f382a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d5aa4bf9&x-expires=1775620800&x-signature=ayueTz4PupTiE3apuiHVUmg4TIU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,little money screams at clubs real money buts plots builds flats,little money screams at clubs real money buts plots builds flats,v2,11,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
tulisota ndio manake tuliacha hizo Festivals,1,,2025-11-11T16:11:44.000Z,19babamathu,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7142743497358361605,7571501171023938316,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ed2a49053f7987d82512f74d5c3e2d50~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=81873ddd&x-expires=1775620800&x-signature=9b%2FH1tXNbH8K5j%2FCpOWjGy1k91M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,tulisota ndio manake tuliacha hizo Festivals,tulisota ndio manake tuliacha hizo festivals,v2,6,True,False,True,False,False,False,False,False,False,True,substantive_v2_signal
ni wanaume sponsoring those ladies there,1,,2025-11-11T16:05:43.000Z,francisngigi85,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6833238327581230085,7571499650365571852,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0600d5c446169bf9e2448b9afe008e95~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=18a08a43&x-expires=1775620800&x-signature=U6xB2bKf%2BxMqazL3gOoKxuydv2Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,ni wanaume sponsoring those ladies there,ni wanaume sponsoring those ladies there,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
the word of God is new each and every day,0,,2025-11-12T05:35:58.000Z,user5737735781271,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7052250563342320642,7571708399102264072,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cf8656c2749d198ab7d3be7af892048c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1105eeb7&x-expires=1775620800&x-signature=sqP9jUdJICJB0K2DZU2dcXElwTA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,the word of God is new each and every day,the word of god is new each and every day,v2,10,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
We are no longer under the law but we are under the Grace of God through the redemption that is in Jesus Christ,0,,2025-11-14T04:41:27.000Z,francisngigi85,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6833238327581230085,7572436495710618380,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0600d5c446169bf9e2448b9afe008e95~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f1bccb51&x-expires=1775620800&x-signature=oUmCXR343o7eynjvgT0hZwZzgs8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,We are no longer under the law but we are under the Grace of God through the redemption that is in Jesus Christ,we are no longer under the law but we are under the grace of god through the redemption that is in jesus christ,v2,23,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
Not the one I attend,1,,2025-11-11T18:16:35.000Z,francisngigi85,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6833238327581230085,7571533361107108620,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0600d5c446169bf9e2448b9afe008e95~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f1bccb51&x-expires=1775620800&x-signature=oUmCXR343o7eynjvgT0hZwZzgs8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Not the one I attend,not the one i attend,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
