text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,comment_text,comment_text_norm,keep,keep_reason
we are broke😂,21,6.0,2025-11-12T06:38:41.000Z,johnmichukigitahi,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6840376966877676550,7571724566620390156,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/99f321cb48a74ed60ebb8e674da93999~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6bbd4eab&x-expires=1775620800&x-signature=J3nmQCn1Tz0u3Muj9aHTY0rsywM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,we are broke😂,we are broke😂,False,weak
We are refraining from unappreciated efforts,21,0.0,2025-11-11T17:45:01.000Z,kingdommessenger3,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6893940518594593794,7571525231127708472,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eb6b2ce32489cb7d1e917d52d262cb5d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8e7bb232&x-expires=1775620800&x-signature=CiABRe586hx02k8zU7oEkm45H48%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,We are refraining from unappreciated efforts,We are refraining from unappreciated efforts,False,weak
“Peace is louder than music“ Felt that .,12,0.0,2025-11-12T07:22:58.000Z,dr_eddmo,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7228479095376757766,7571735950890287884,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/08111e5a338968d7a81fb4188dd36fb1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=de2c92b8&x-expires=1775620800&x-signature=Y1YdFcsmISYfioNOHqpeYQGSeqc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,“Peace is louder than music“ Felt that .,"""Peace is louder than music"" Felt that .",True,piece_relevant
"I will put it simple and more clearer
""When a cat wants to be a lion 🦁,it must loose appetite for rats...""
Rejuvenation, Refocusing, Redirecting and Rebuilding.
Thank you",12,0.0,2025-11-12T05:37:41.000Z,ngunjiri_rn,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7016695557624923142,7571708823015555852,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/69c63a90e4704e367d5415e9ad26e995~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7661f2c8&x-expires=1775620800&x-signature=JWmkOVNBvqppIfMCg0qc%2BmrW2E8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"I will put it simple and more clearer
""When a cat wants to be a lion 🦁,it must loose appetite for rats...""
Rejuvenation, Refocusing, Redirecting and Rebuilding.
Thank you","I will put it simple and more clearer ""When a cat wants to be a lion 🦁,it must loose appetite for rats..."" Rejuvenation, Refocusing, Redirecting and Rebuilding. Thank you",True,piece_relevant
uongo yenu😂🤣🤣sema ni pesa hamna,7,8.0,2025-11-12T05:05:38.000Z,mercyline.lenaa,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7222245237648524293,7571698404889772812,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/30b68c9ac25910a43f5b6342af6d40dc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d93b273e&x-expires=1775620800&x-signature=RuoW%2BGdtsygWHv7ol6KEgpspoLQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,uongo yenu😂🤣🤣sema ni pesa hamna,uongo yenu😂🤣🤣sema ni pesa hamna,False,weak
nikikumbuka nafaaa kuwa na Audi nablock madem watatu😳,5,0.0,2025-11-13T03:13:06.000Z,morarafelix,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7322062797221741573,7572042635117380408,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/20710ada5c5bf681538eeed9a939694d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4caab84d&x-expires=1775620800&x-signature=RtmT7f9PsrlfGGXFfX6%2BcF6jCk0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,nikikumbuka nafaaa kuwa na Audi nablock madem watatu😳,nikikumbuka nafaaa kuwa na Audi nablock madem watatu😳,False,weak
men are chasing purpose,44,0.0,2025-11-11T11:52:25.000Z,chusky430,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7127371225765512198,7571433270367535883,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7aa75925227832f8d73c216969cb63de~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=79db2071&x-expires=1775620800&x-signature=%2FOpDBRgN0sh3XvG%2F7QMVBtJcUiY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,men are chasing purpose,men are chasing purpose,True,piece_relevant
"maforms mingi zimepotea bro,hakuna stori mingi,unaibiwa dem na mbabas",5,0.0,2025-11-12T06:28:55.000Z,kibe41000,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7265307630535984134,7571721999430697740,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d8638834ac8a66be7b9e7e777f576981~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=58a3ca86&x-expires=1775620800&x-signature=52yKlY9UAXxg%2F8%2FYtz1YVPAlkf0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"maforms mingi zimepotea bro,hakuna stori mingi,unaibiwa dem na mbabas","maforms mingi zimepotea bro,hakuna stori mingi,unaibiwa dem na mbabas",False,weak
Why are we being dragged in everything happening in the world?,106,3.0,2025-11-11T13:47:40.000Z,i.am.kani,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7167623032113693701,7571464072689386248,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/edbaef322936d93ef0da4a71fe5efd57~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7eb3fabe&x-expires=1775620800&x-signature=fEUrB6bqIdeZPjGsIZaYY5b2ygY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Why are we being dragged in everything happening in the world?,Why are we being dragged in everything happening in the world?,False,weak
"Ni pesa bana ni kusota, evolving gani...?😂😂",23,12.0,2025-11-11T20:31:56.000Z,peter_m.27,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7281714769110139909,7571568228306141963,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ef2653416a1ad52aa978bfe5ab5805e2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dffe5f43&x-expires=1775620800&x-signature=kWXupQNyEW7FSUKzBZqmRxXfrfY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"Ni pesa bana ni kusota, evolving gani...?😂😂","Ni pesa bana ni kusota, evolving gani...?😂😂",True,piece_relevant
Its women who are evolving. watch,7,8.0,2025-11-12T02:05:58.000Z,lilianmwangolo5,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7482012510159225863,7571584547088499468,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ca005406f44cc56464a120d8b39f8aea~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0307221a&x-expires=1775620800&x-signature=dZfmjIuwVs6%2BJIzP8g%2BQsgOJWrE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Its women who are evolving. watch,Its women who are evolving. watch,True,piece_relevant
in the clubs😁,14,,2025-11-12T09:03:04.000Z,z.e.s.u.s_k.r.i.s.t,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7191404591601271813,7571761767707067147,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ac083cc4217320813005104f0f452e8b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6291efc9&x-expires=1775620800&x-signature=rkEY8dy2LB40I0uPc0cl7aD6tqw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,in the clubs😁,in the clubs😁,True,piece_relevant
wewe wanaume wamesota io ndio baseline,113,11.0,2025-11-11T14:31:18.000Z,its_ndg_,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7424553008929293318,7571475318804939540,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/10a95f6bf4f7478cb2b6e509e5a556bf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=54fd5fcc&x-expires=1775620800&x-signature=YQPa4XaYHY%2B8sXHct2BsXP%2BiAkA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,wewe wanaume wamesota io ndio baseline,wewe wanaume wamesota io ndio baseline,False,weak
"I think we have done it too much partied too much,,clubs,events,roadtrips...Everything....Saa hii ikifika 9PM ushaanza kusinzia..And no si kukosa pesa",49,7.0,2025-11-11T16:59:28.000Z,tashmwa,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6865181290548364293,7571513473630667532,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6a460c49b48d8bed37e452932ecc7ca6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9e0e9cfe&x-expires=1775620800&x-signature=bO3%2Fp17S%2FETET31ensr7L8Gn8Sg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"I think we have done it too much partied too much,,clubs,events,roadtrips...Everything....Saa hii ikifika 9PM ushaanza kusinzia..And no si kukosa pesa","I think we have done it too much partied too much,,clubs,events,roadtrips...Everything....Saa hii ikifika 9PM ushaanza kusinzia..And no si kukosa pesa",True,piece_relevant
any real man here show love,7,0.0,2025-11-12T00:08:47.000Z,infitect7991631440700,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7089433450386326533,7571624068816077624,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b22534c3811d5fe8e33113c42b57d3e0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dfaab6c1&x-expires=1775620800&x-signature=jMikxF48qpuUycxCo7sq%2FJ98Tbo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,any real man here show love,any real man here show love,False,weak
Tuko indoors efootball kwanza tuma code😂,7,0.0,2025-11-11T23:01:54.000Z,bavonmusa,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7053887941449532421,7571605520043655948,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5177ccc9c15c723fd4b74f85d2020913~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6558b787&x-expires=1775620800&x-signature=A8xoG7EmDWXieCmbkOETXFf2VAU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tuko indoors efootball kwanza tuma code😂,Tuko indoors efootball kwanza tuma code😂,False,weak
spend 30k on 1 night nikinukiwa na jasho😂😂😂 hizo ni lorry 2 za mchanga,9,0.0,2025-11-11T17:00:40.000Z,lord__kiarie,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7102377928332248069,7571513792946799372,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/54945b2b2af49e6c33fe117efcd71e43~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6254a42d&x-expires=1775620800&x-signature=bt1Ct1yqpyYZObTEpZAoqDfwMMI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,spend 30k on 1 night nikinukiwa na jasho😂😂😂 hizo ni lorry 2 za mchanga,spend 30k on 1 night nikinukiwa na jasho😂😂😂 hizo ni lorry 2 za mchanga,False,weak
To all my brothers in the struggle let’s grind hard,5,0.0,2025-11-12T16:13:40.000Z,omosh.political.r,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7378678681068143649,7571872767558370070,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ce7b9e8b18e477325b46f3f72c3d12a2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2f82bdaf&x-expires=1775620800&x-signature=Xq37OOwylsqo%2FqKNCKDPZTT0MeQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,To all my brothers in the struggle let’s grind hard,To all my brothers in the struggle let's grind hard,False,weak
reunion with self💯💯,8,0.0,2025-11-11T20:56:38.000Z,francoverse1,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7331106691386442758,7571574595947037451,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b7cce52b8eaf2f6a88deb07e9b74fe6b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=91ff28c7&x-expires=1775620800&x-signature=WKPxUSvwCOSTlHnx2696Kuycuh4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,reunion with self💯💯,reunion with self💯💯,False,weak
Personally as a mulima man I left the clubs and drinking and went to church..good news mission church to be specific and my life changed drastically.,699,20.0,2025-11-11T16:05:01.000Z,francisngigi85,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6833238327581230085,7571499459906274104,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0600d5c446169bf9e2448b9afe008e95~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=18a08a43&x-expires=1775620800&x-signature=U6xB2bKf%2BxMqazL3gOoKxuydv2Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Personally as a mulima man I left the clubs and drinking and went to church..good news mission church to be specific and my life changed drastically.,Personally as a mulima man I left the clubs and drinking and went to church..good news mission church to be specific and my life changed drastically.,True,piece_relevant
"Growth will Not happen at the Bar,,
hii nayo ni ukweli mtupu",46,0.0,2025-11-11T16:03:48.000Z,migwelgraffix,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7028554399187059717,7571499144708588300,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ff0e8b0b9da8655e2dc85141449a48d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=433230ad&x-expires=1775620800&x-signature=KrF3nzNcfesKKkB%2BFy9lR7miqzo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,"Growth will Not happen at the Bar,,
hii nayo ni ukweli mtupu","Growth will Not happen at the Bar,, hii nayo ni ukweli mtupu",False,weak
20k those are 500 Safaricom dividend shares,407,26.0,2025-11-11T15:10:52.000Z,mwandokamau,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6888202109537027074,7571485487908750092,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/bedd489c0c6b3c2ce0873c83e55b38e1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5b62a75d&x-expires=1775620800&x-signature=i7rUhMEZ8yA8dOmB9TwBmAqHZ9A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,20k those are 500 Safaricom dividend shares,20k those are 500 Safaricom dividend shares,False,weak
"I can almost guarantee you, sio evolving, probably ni kusota. Unachunga ile kidogo iko ndio ukule 😂😂. This is not evolving, is called adaptation 😂😂",478,43.0,2025-11-11T16:25:54.000Z,jaynel_jay,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7502931758687388673,7571504833401520952,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/48f3b154529765783adb06199fb47824~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=32ebd77d&x-expires=1775620800&x-signature=nMwyeNsnx5uPkEfxpvhwD%2FMR8T4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,"I can almost guarantee you, sio evolving, probably ni kusota. Unachunga ile kidogo iko ndio ukule 😂😂. This is not evolving, is called adaptation 😂😂","I can almost guarantee you, sio evolving, probably ni kusota. Unachunga ile kidogo iko ndio ukule 😂😂. This is not evolving, is called adaptation 😂😂",True,piece_relevant
"kusota sio ulemavu,money comes and goes, men can't be manipulated by such sentiments anymore.",129,,2025-11-12T03:35:06.000Z,rich.gichuru,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7402252087737992197,7571675883887690508,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/554c4e44cebb88336d3215233f63cfb0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c08a0436&x-expires=1775620800&x-signature=qAwZF0n2CZRdZTKlFJ8ynwq%2F0cM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,"kusota sio ulemavu,money comes and goes, men can't be manipulated by such sentiments anymore.","kusota sio ulemavu,money comes and goes, men can't be manipulated by such sentiments anymore.",True,piece_relevant
"As one of them, I am buried into hustling ..infact I don't know such events where they happen...if I had that 15 k now, I'd spend it on the windows for my house, or i would have just bought feeds for my cows...I think men are there, we are just silently building..we are drained financially and mentally unstable... truth be be told, pesa ya mwanamke ni yake pekee yake but ya mwanaume ni yake Hadi na inlaws😭😭😭",8,0.0,2025-11-12T03:14:19.000Z,justusmburu2,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7126267257965642757,7571671839329387276,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3735ca5c5a437c6bf6fdf35509b716ef~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c6d99716&x-expires=1775620800&x-signature=jkzaVfzG8nZf%2Fcy6z65mT3%2FWJoo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,"As one of them, I am buried into hustling ..infact I don't know such events where they happen...if I had that 15 k now, I'd spend it on the windows for my house, or i would have just bought feeds for my cows...I think men are there, we are just silently building..we are drained financially and mentally unstable... truth be be told, pesa ya mwanamke ni yake pekee yake but ya mwanaume ni yake Hadi na inlaws😭😭😭","As one of them, I am buried into hustling ..infact I don't know such events where they happen...if I had that 15 k now, I'd spend it on the windows for my house, or i would have just bought feeds for my cows...I think men are there, we are just silently building..we are drained financially and mentally unstable... truth be be told, pesa ya mwanamke ni yake pekee yake but ya mwanaume ni yake Hadi na inlaws😭😭😭",True,piece_relevant
