text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,comment_text,comment_text_norm,keep,keep_reason
"there are things we don't mock people about. CHILDREN, MARRIAGE,MONEY and HEALTH.",151,4.0,2025-07-21T14:07:42.000Z,wangari2468,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6936959200736642053,7529536596270809912,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7372828464217260037~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8a893b97&x-expires=1775613600&x-signature=1Y00lH8bME7vAFzI%2BlHPsVLwTck%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"there are things we don't mock people about. CHILDREN, MARRIAGE,MONEY and HEALTH.","there are things we don't mock people about. CHILDREN, MARRIAGE,MONEY and HEALTH.",True,piece_relevant
A car is just a means of transport for moving you from point A to B. The earlier people realise that the better.,226,3.0,2025-07-20T20:43:39.000Z,dj_mistahvince,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7388776049398760454,7529267559095665464,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7f45f23fb2d95d366bef7721751561dd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7dae59b4&x-expires=1775613600&x-signature=c%2B8M%2BM4sqsZwSKKacUthVffvU0M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,A car is just a means of transport for moving you from point A to B. The earlier people realise that the better.,A car is just a means of transport for moving you from point A to B. The earlier people realise that the better.,True,piece_relevant
"Ego is loud, wealth is quiet 👍🏽",33,1.0,2025-07-22T05:52:02.000Z,markodhiambo6,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6755762452527154182,7529779903613371141,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cb67b1f62a01ebad8f7a09333cc8c09e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9eaf302&x-expires=1775613600&x-signature=OS2wnLD1hrpcu3WzD0h6fca8VZU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"Ego is loud, wealth is quiet 👍🏽","Ego is loud, wealth is quiet 👍🏽",True,piece_relevant
"naskia clients wameanza kufanya Ile kitu,
you can't belittle the same people supporting your hustle, sio watu wote wanafanya eyebrows za 10k wako na gari, some car pool to go where he is, Kenyans move on quickly, just hope they are not moving away from you",2,2.0,2025-07-21T09:04:52.000Z,samngole,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7010385700777903110,7529458516890927877,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1cf3da7dcc71ee902397381b1a0d1422~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=52335ff8&x-expires=1775613600&x-signature=gkCwns0ZrPkGpLDaoaiyfMcU2Wg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"naskia clients wameanza kufanya Ile kitu,
you can't belittle the same people supporting your hustle, sio watu wote wanafanya eyebrows za 10k wako na gari, some car pool to go where he is, Kenyans move on quickly, just hope they are not moving away from you","naskia clients wameanza kufanya Ile kitu, you can't belittle the same people supporting your hustle, sio watu wote wanafanya eyebrows za 10k wako na gari, some car pool to go where he is, Kenyans move on quickly, just hope they are not moving away from you",True,piece_relevant
"Ni mimi tu sikufeel insulted, those are healthy people's problems. Sisi tunabattle na health ata haturelate because we're fighting to survive everyday. Niliassume tu mi si target market.",45,17.0,2025-07-21T07:41:55.000Z,lady_miriam1,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7083425192164590598,7529437104419799814,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4d1a237669272fb71c315eedecdb0961~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8c67f55b&x-expires=1775613600&x-signature=ogs7xVun8dzjaSd7NliAnxQYz5Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"Ni mimi tu sikufeel insulted, those are healthy people's problems. Sisi tunabattle na health ata haturelate because we're fighting to survive everyday. Niliassume tu mi si target market.","Ni mimi tu sikufeel insulted, those are healthy people's problems. Sisi tunabattle na health ata haturelate because we're fighting to survive everyday. Niliassume tu mi si target market.",True,piece_relevant
I have a three bedroom house and I don't have a car... For all I know...a car is a liability while a house is an asset...,43,8.0,2025-07-22T05:04:48.000Z,user.johnny.mayer,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7076224964889986053,7529764411609088824,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1179b630cc7e5695661989cd41901c80~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=077aae58&x-expires=1775613600&x-signature=1Z%2BOrhiRmRoTwPbGX8qsoSE%2BauU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,I have a three bedroom house and I don't have a car... For all I know...a car is a liability while a house is an asset...,I have a three bedroom house and I don't have a car... For all I know...a car is a liability while a house is an asset...,True,piece_relevant
"according to the guy, watu wa Netherlands ni wajinga because of their reliance on public transport and bicycles 🙂🙂",25,2.0,2025-07-21T07:20:30.000Z,oigt_,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6903557647091008518,7529431619904914182,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0025c675a064109169be699349f23dd2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=79954fce&x-expires=1775613600&x-signature=Ptu7dnk0DMViiI4SHWvLL6GmQjA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"according to the guy, watu wa Netherlands ni wajinga because of their reliance on public transport and bicycles 🙂🙂","according to the guy, watu wa Netherlands ni wajinga because of their reliance on public transport and bicycles 🙂🙂",True,piece_relevant
"He is already facing the consequenses of his words ,he forgot he deals with everyday clients,oooh yeah ndio hiyo wamemuamulia kugoma,lets see if he is going to have the same statement next time,bro life inaweza humble mtu as well as people😂😂",30,4.0,2025-07-21T05:14:35.000Z,everlynemaconyango,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7132181332357006342,7529399134073275192,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6990ef36abc5cca3fed22eca56864dc3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=365993d3&x-expires=1775613600&x-signature=afUKNJElIbvzBdgPT0ysHJtwh0w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"He is already facing the consequenses of his words ,he forgot he deals with everyday clients,oooh yeah ndio hiyo wamemuamulia kugoma,lets see if he is going to have the same statement next time,bro life inaweza humble mtu as well as people😂😂","He is already facing the consequenses of his words ,he forgot he deals with everyday clients,oooh yeah ndio hiyo wamemuamulia kugoma,lets see if he is going to have the same statement next time,bro life inaweza humble mtu as well as people😂😂",True,substantive_broad
"why do people think everyone has to do things their way? everyone has his/her list of priorities, if a car is a priority to you, doesn't mean it has to be a priority to everyone? someone doesn't have a car but they channel their money to other things that are a priority to them, we can't all sing with the same voice 🥺",39,2.0,2025-07-21T05:39:25.000Z,johnthomas20200,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6985528215978050566,7529405562355139384,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/55f14e7258a4889a804732f220146d94~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=606b37aa&x-expires=1775613600&x-signature=GBvvBZ8Hnen76D16YAaHeIhhuPY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"why do people think everyone has to do things their way? everyone has his/her list of priorities, if a car is a priority to you, doesn't mean it has to be a priority to everyone? someone doesn't have a car but they channel their money to other things that are a priority to them, we can't all sing with the same voice 🥺","why do people think everyone has to do things their way? everyone has his/her list of priorities, if a car is a priority to you, doesn't mean it has to be a priority to everyone? someone doesn't have a car but they channel their money to other things that are a priority to them, we can't all sing with the same voice 🥺",True,piece_relevant
There are millionaire business women without cars.,250,6.0,2025-07-21T02:58:04.000Z,leennypeters,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6804057644296602630,7529363989417067269,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3fed9a1d430dd53f8087c3e36f991fd1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5e12e92b&x-expires=1775613600&x-signature=LGGrnsu%2Fr5K1VEIjujyfjbq0iT8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,There are millionaire business women without cars.,There are millionaire business women without cars.,True,piece_relevant
i own 7 cars na i dont see the meaning of cars ...for me they are tools of trade....sparky azoee kuguza wamama matako...rusha mawe i show u 5m cash yenye haina kazi,3,4.0,2025-07-21T08:50:17.000Z,i.am4011,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7519927775160222726,7529454786375222072,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5112acaa6ec616e47c238f71e39067b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ec03d058&x-expires=1775613600&x-signature=o0xF3gdCzPW%2FTfOSDf%2Fgi%2BP2VTw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,i own 7 cars na i dont see the meaning of cars ...for me they are tools of trade....sparky azoee kuguza wamama matako...rusha mawe i show u 5m cash yenye haina kazi,i own 7 cars na i dont see the meaning of cars ...for me they are tools of trade....sparky azoee kuguza wamama matako...rusha mawe i show u 5m cash yenye haina kazi,True,piece_relevant
"I won't comment on this story coz am wondering,car?at 35 huh,am 34 struggling to put a plate of food on the table for my kids😁na niko tu huku n very peaceful.",16,6.0,2025-07-21T09:56:38.000Z,user855debzdebby,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7380623904656425989,7529471873311589176,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3fc719b8fbf860c1bda3f0cddbb1891c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c4f35f38&x-expires=1775613600&x-signature=BWz4eH5%2FjZ%2FoFR%2Ffibgi4v%2B6XV8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"I won't comment on this story coz am wondering,car?at 35 huh,am 34 struggling to put a plate of food on the table for my kids😁na niko tu huku n very peaceful.","I won't comment on this story coz am wondering,car?at 35 huh,am 34 struggling to put a plate of food on the table for my kids😁na niko tu huku n very peaceful.",True,piece_relevant
i read someones comment that her mum has been battling cancer and shes 35 and very ready to loose everything for her mum to keep going. 😭😭😭,11,0.0,2025-07-21T16:28:42.000Z,sheila.shaz,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6960029116624520197,7529571750255444742,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/88bce1700b2784a9909db185bcc71e2c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cb356e72&x-expires=1775613600&x-signature=du3NHM996icKoLzyWdxm2P2CVmQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,i read someones comment that her mum has been battling cancer and shes 35 and very ready to loose everything for her mum to keep going. 😭😭😭,i read someones comment that her mum has been battling cancer and shes 35 and very ready to loose everything for her mum to keep going. 😭😭😭,True,piece_relevant
"Uzuri he was addressing 35year olds, sisi wa 40 we’re safe 😭😫",309,20.0,2025-07-21T16:50:58.000Z,thetechva,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6812604263718536198,7529578689869136657,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9e41c5daa1389f3b6a5f4b2c6c98ac05~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=65ee3f5e&x-expires=1775613600&x-signature=Ry2DiVYYW58lIbFRP0F%2FS83IVKM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,"Uzuri he was addressing 35year olds, sisi wa 40 we’re safe 😭😫","Uzuri he was addressing 35year olds, sisi wa 40 we're safe 😭😫",True,piece_relevant
"Men, this got me!
""Ego is loud, Growth is quiet.""",53,0.0,2025-07-21T06:23:12.000Z,white.bronks,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7430055796903379973,7529416855698883333,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/73ae836654e09c16bb50f4cffdc4f68d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=68833899&x-expires=1775613600&x-signature=%2FjPo4Gk2gNSIzey9IHszMHo4Kvs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,"Men, this got me!
""Ego is loud, Growth is quiet.""","Men, this got me! ""Ego is loud, Growth is quiet.""",True,piece_relevant
A car is a depreciating asset.,21,0.0,2025-07-21T15:48:22.000Z,billyjwan,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7131238215369163777,7529562517179237176,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7383249047023190021~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=881627ef&x-expires=1775613600&x-signature=WZi%2F9WiNLZTk5yQVsOBYakXotMM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,A car is a depreciating asset.,A car is a depreciating asset.,True,piece_relevant
I'm 41 I don't have a car but I have unga...mambo iko shwareee🤣,13,0.0,2025-07-21T18:10:36.000Z,boywangu,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7018647602137170949,7529599201177502469,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9e60b20bb2d4d38a8f4e228b30942b83~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=083b4445&x-expires=1775613600&x-signature=F0RziKqSZGhWG4zCI5AxgNkJUSU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,I'm 41 I don't have a car but I have unga...mambo iko shwareee🤣,I'm 41 I don't have a car but I have unga...mambo iko shwareee🤣,True,piece_relevant
na sasa sisi wa 40 years plus na hatuna any....😭😭😭 every day is a struggle. mpaka unashindwa you came to this world just to suffer. and you are doing all your best but life...,4,2.0,2025-07-23T09:48:22.000Z,tito_lai_boma,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7230761715972129798,7530211896168694584,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/267e67c1a4c0e75f550f9637a4a7d263~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9c5bf0f6&x-expires=1775613600&x-signature=PEH2I6WYDxqWaaaldEOGC4asXSU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,na sasa sisi wa 40 years plus na hatuna any....😭😭😭 every day is a struggle. mpaka unashindwa you came to this world just to suffer. and you are doing all your best but life...,na sasa sisi wa 40 years plus na hatuna any....😭😭😭 every day is a struggle. mpaka unashindwa you came to this world just to suffer. and you are doing all your best but life...,True,content_reaction
"I'll add this and I think it's something that some of you already know. Owning a car back then was a sign of wealth in some way because people used to pay cash and only higher individuals in the society would accord such luxury. Nowadays, cars are very expensive to maintain and a huge liability if you're not generating any value from owning that car. We have many car hiring services nowadays that you can hire vehicles use them and return without ""owning"" the liability part of it. Things have changed. Usijipee pressure. Maisha safari.",10,4.0,2025-07-21T06:14:34.000Z,ww.masterflex,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7432525512444249093,7529414617807192838,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e68cc34b44e71c8fdeca836a2d887106~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=abfe7329&x-expires=1775613600&x-signature=gdAY2XQK%2FPw05wfNB%2F2pO74vgVI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,"I'll add this and I think it's something that some of you already know. Owning a car back then was a sign of wealth in some way because people used to pay cash and only higher individuals in the society would accord such luxury. Nowadays, cars are very expensive to maintain and a huge liability if you're not generating any value from owning that car. We have many car hiring services nowadays that you can hire vehicles use them and return without ""owning"" the liability part of it. Things have changed. Usijipee pressure. Maisha safari.","I'll add this and I think it's something that some of you already know. Owning a car back then was a sign of wealth in some way because people used to pay cash and only higher individuals in the society would accord such luxury. Nowadays, cars are very expensive to maintain and a huge liability if you're not generating any value from owning that car. We have many car hiring services nowadays that you can hire vehicles use them and return without ""owning"" the liability part of it. Things have changed. Usijipee pressure. Maisha safari.",True,piece_relevant
I just turned 38..sasa hii ndo nime own gari..na I felt bad when I had him saying that..nikarudi nikaangalia past videos zake na mamake.i pitied him,29,,2025-07-21T03:50:55.000Z,moniqkiash,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6894875826052367366,7529374022980518662,https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b620baca&x-expires=1775613600&x-signature=qgVCaI4djaETyYJNwRjg%2FaqMc6A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,I just turned 38..sasa hii ndo nime own gari..na I felt bad when I had him saying that..nikarudi nikaangalia past videos zake na mamake.i pitied him,I just turned 38..sasa hii ndo nime own gari..na I felt bad when I had him saying that..nikarudi nikaangalia past videos zake na mamake.i pitied him,True,content_reaction
weuh!! this confidence 😂..can we be friends?,5,,2025-07-22T05:44:55.000Z,fyne410,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7379259398461998085,7529778060196299525,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9aa143e66c1f5c618d5574b723c47655~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=07059297&x-expires=1775613600&x-signature=gt6Iu0aGHrZaMNkkkYg%2FanWgeJU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,weuh!! this confidence 😂..can we be friends?,weuh!! this confidence 😂..can we be friends?,True,content_reaction
mumbi!my grandma name..i hope w sio ka my grandma...tulikuwa tunamuita(ironlady wee alkuwa anatoka wa blue...,0,,2025-07-22T17:52:03.000Z,daniel.kiongera,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7263991828817953798,7529965495268016901,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7352222982902677510~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9b2b009&x-expires=1775613600&x-signature=2nb4AQ%2BzHH%2B6m6EP2Po3%2BFg17kg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,mumbi!my grandma name..i hope w sio ka my grandma...tulikuwa tunamuita(ironlady wee alkuwa anatoka wa blue...,mumbi!my grandma name..i hope w sio ka my grandma...tulikuwa tunamuita(ironlady wee alkuwa anatoka wa blue...,True,scope_relevant
alisema 35 and above rudia hiyo video vizuri,0,,2025-07-22T13:51:23.000Z,marymaru616,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6982534261317354502,7529903475971916600,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8978f3c37c8241e6a223561825f42b8f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=37210d4b&x-expires=1775613600&x-signature=IPRtDXHR8s9ETGTGH5HwwMNgwSM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,alisema 35 and above rudia hiyo video vizuri,alisema 35 and above rudia hiyo video vizuri,True,piece_relevant
