text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,comment_text,comment_text_norm,keep,keep_reason
My mum is above 50. She has multiple cars plus a driver but she still takes a matatu.,190,11.0,2025-07-21T08:02:20.000Z,constancewanjiru,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6843320124452652038,7529442381927367480,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e2ef01d4db99b55ec535ee235c336a9c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3b660691&x-expires=1775613600&x-signature=XokPO2%2FfvJBejZnizUNDrY2IYN4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,My mum is above 50. She has multiple cars plus a driver but she still takes a matatu.,My mum is above 50. She has multiple cars plus a driver but she still takes a matatu.,True,piece_relevant
I thought u were American until I had Swahili,42,6.0,2025-07-21T11:19:48.000Z,starrayce,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7056056158163190789,7529493291202790200,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9720c12e416b39e8f8bc6367efa72710~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c4667f1d&x-expires=1775613600&x-signature=IjJKHCbAWijzXQPQn%2BI%2FFUCA34g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,I thought u were American until I had Swahili,I thought u were American until I had Swahili,False,weak
"Who remembers that story of our Luo sister who worked for UN for over 20 years n had bought property in Runda, posh cars but then something happened drastically, job cut n she couldn't service her loans- The bank auctioned almost everything..she went to zero! True life has a way of humbling some of us when least expected..nature is so unforgiving at times 🥺🥺🥺",182,34.0,2025-07-21T02:09:33.000Z,kizee282,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7223778788260725765,7529351504596665094,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/53765c4abe29ee8508d3e85e5a312d47~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f24ad261&x-expires=1775613600&x-signature=Y%2Bvx92BNjvudS71ZwVHbym20oNM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"Who remembers that story of our Luo sister who worked for UN for over 20 years n had bought property in Runda, posh cars but then something happened drastically, job cut n she couldn't service her loans- The bank auctioned almost everything..she went to zero! True life has a way of humbling some of us when least expected..nature is so unforgiving at times 🥺🥺🥺","Who remembers that story of our Luo sister who worked for UN for over 20 years n had bought property in Runda, posh cars but then something happened drastically, job cut n she couldn't service her loans- The bank auctioned almost everything..she went to zero! True life has a way of humbling some of us when least expected..nature is so unforgiving at times 🥺🥺🥺",True,piece_relevant
owned two cars two years ago. am now battling depression from missed business,55,18.0,2025-07-21T20:50:44.000Z,thechemicalbiochemist,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7247934573227541509,7529640446177379077,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/48b2d0780469303b9e17a0ab1936a4a8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3692be9d&x-expires=1775613600&x-signature=W6wxd0e9NBy8ewPV%2Fd6yoYN9Tgs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,owned two cars two years ago. am now battling depression from missed business,owned two cars two years ago. am now battling depression from missed business,True,piece_relevant
"Ego is Loud
Growth is quiet 👌🏽",112,2.0,2025-07-21T07:33:17.000Z,edelkweyu,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7224532189186655237,7529434888187183928,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/340b21caec726e4b0affa2443629a4f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2a1dde06&x-expires=1775613600&x-signature=%2Bjd8XkES6AVU%2FkJYjGWvM%2FjVbwQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"Ego is Loud
Growth is quiet 👌🏽",Ego is Loud Growth is quiet 👌🏽,True,piece_relevant
"there are things we don't mock people about. CHILDREN, MARRIAGE,MONEY and HEALTH.",151,4.0,2025-07-21T14:07:42.000Z,wangari2468,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6936959200736642053,7529536596270809912,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7372828464217260037~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8a893b97&x-expires=1775613600&x-signature=1Y00lH8bME7vAFzI%2BlHPsVLwTck%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"there are things we don't mock people about. CHILDREN, MARRIAGE,MONEY and HEALTH.","there are things we don't mock people about. CHILDREN, MARRIAGE,MONEY and HEALTH.",True,piece_relevant
A car is just a means of transport for moving you from point A to B. The earlier people realise that the better.,226,3.0,2025-07-20T20:43:39.000Z,dj_mistahvince,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7388776049398760454,7529267559095665464,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7f45f23fb2d95d366bef7721751561dd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7dae59b4&x-expires=1775613600&x-signature=c%2B8M%2BM4sqsZwSKKacUthVffvU0M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,A car is just a means of transport for moving you from point A to B. The earlier people realise that the better.,A car is just a means of transport for moving you from point A to B. The earlier people realise that the better.,True,piece_relevant
"Ego is loud, wealth is quiet 👍🏽",33,1.0,2025-07-22T05:52:02.000Z,markodhiambo6,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6755762452527154182,7529779903613371141,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cb67b1f62a01ebad8f7a09333cc8c09e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9eaf302&x-expires=1775613600&x-signature=OS2wnLD1hrpcu3WzD0h6fca8VZU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"Ego is loud, wealth is quiet 👍🏽","Ego is loud, wealth is quiet 👍🏽",True,piece_relevant
"naskia clients wameanza kufanya Ile kitu,
you can't belittle the same people supporting your hustle, sio watu wote wanafanya eyebrows za 10k wako na gari, some car pool to go where he is, Kenyans move on quickly, just hope they are not moving away from you",2,2.0,2025-07-21T09:04:52.000Z,samngole,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7010385700777903110,7529458516890927877,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1cf3da7dcc71ee902397381b1a0d1422~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=52335ff8&x-expires=1775613600&x-signature=gkCwns0ZrPkGpLDaoaiyfMcU2Wg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"naskia clients wameanza kufanya Ile kitu,
you can't belittle the same people supporting your hustle, sio watu wote wanafanya eyebrows za 10k wako na gari, some car pool to go where he is, Kenyans move on quickly, just hope they are not moving away from you","naskia clients wameanza kufanya Ile kitu, you can't belittle the same people supporting your hustle, sio watu wote wanafanya eyebrows za 10k wako na gari, some car pool to go where he is, Kenyans move on quickly, just hope they are not moving away from you",True,piece_relevant
"Ni mimi tu sikufeel insulted, those are healthy people's problems. Sisi tunabattle na health ata haturelate because we're fighting to survive everyday. Niliassume tu mi si target market.",45,17.0,2025-07-21T07:41:55.000Z,lady_miriam1,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7083425192164590598,7529437104419799814,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4d1a237669272fb71c315eedecdb0961~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8c67f55b&x-expires=1775613600&x-signature=ogs7xVun8dzjaSd7NliAnxQYz5Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"Ni mimi tu sikufeel insulted, those are healthy people's problems. Sisi tunabattle na health ata haturelate because we're fighting to survive everyday. Niliassume tu mi si target market.","Ni mimi tu sikufeel insulted, those are healthy people's problems. Sisi tunabattle na health ata haturelate because we're fighting to survive everyday. Niliassume tu mi si target market.",True,piece_relevant
I have a three bedroom house and I don't have a car... For all I know...a car is a liability while a house is an asset...,43,8.0,2025-07-22T05:04:48.000Z,user.johnny.mayer,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7076224964889986053,7529764411609088824,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1179b630cc7e5695661989cd41901c80~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=077aae58&x-expires=1775613600&x-signature=1Z%2BOrhiRmRoTwPbGX8qsoSE%2BauU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,I have a three bedroom house and I don't have a car... For all I know...a car is a liability while a house is an asset...,I have a three bedroom house and I don't have a car... For all I know...a car is a liability while a house is an asset...,True,piece_relevant
"Life changes in a split second. Life has different trajectories. Life can humble you in ways you won't believe. No one has life figured out, I always feel it's an enigma we are yet to understand. We are just lucky/unlucky at different points. We just need to remain humble and appreciative. My two cents!",19,2.0,2025-07-22T06:56:29.000Z,ndiranguvincent1010,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7089878522697286661,7529796512856326917,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/bef625dafab1cd3e944b36f9dcf8b5e2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=50af4225&x-expires=1775613600&x-signature=QIcuubevBd1OZ%2BDuRLzdizd3KfY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"Life changes in a split second. Life has different trajectories. Life can humble you in ways you won't believe. No one has life figured out, I always feel it's an enigma we are yet to understand. We are just lucky/unlucky at different points. We just need to remain humble and appreciative. My two cents!","Life changes in a split second. Life has different trajectories. Life can humble you in ways you won't believe. No one has life figured out, I always feel it's an enigma we are yet to understand. We are just lucky/unlucky at different points. We just need to remain humble and appreciative. My two cents!",False,weak
"according to the guy, watu wa Netherlands ni wajinga because of their reliance on public transport and bicycles 🙂🙂",25,2.0,2025-07-21T07:20:30.000Z,oigt_,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6903557647091008518,7529431619904914182,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0025c675a064109169be699349f23dd2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=79954fce&x-expires=1775613600&x-signature=Ptu7dnk0DMViiI4SHWvLL6GmQjA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"according to the guy, watu wa Netherlands ni wajinga because of their reliance on public transport and bicycles 🙂🙂","according to the guy, watu wa Netherlands ni wajinga because of their reliance on public transport and bicycles 🙂🙂",True,piece_relevant
at least niko na driving licence,53,6.0,2025-07-21T05:54:23.000Z,tirus333,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7048371999399560197,7529409380934402822,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3847a9fe157d1f270709327d492d178f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=26e2462e&x-expires=1775613600&x-signature=w7EJDZs%2ByGk78D7d%2BUs3WSuUh6k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,at least niko na driving licence,at least niko na driving licence,False,weak
"He is already facing the consequenses of his words ,he forgot he deals with everyday clients,oooh yeah ndio hiyo wamemuamulia kugoma,lets see if he is going to have the same statement next time,bro life inaweza humble mtu as well as people😂😂",30,4.0,2025-07-21T05:14:35.000Z,everlynemaconyango,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7132181332357006342,7529399134073275192,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6990ef36abc5cca3fed22eca56864dc3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=365993d3&x-expires=1775613600&x-signature=afUKNJElIbvzBdgPT0ysHJtwh0w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"He is already facing the consequenses of his words ,he forgot he deals with everyday clients,oooh yeah ndio hiyo wamemuamulia kugoma,lets see if he is going to have the same statement next time,bro life inaweza humble mtu as well as people😂😂","He is already facing the consequenses of his words ,he forgot he deals with everyday clients,oooh yeah ndio hiyo wamemuamulia kugoma,lets see if he is going to have the same statement next time,bro life inaweza humble mtu as well as people😂😂",True,substantive_broad
"why do people think everyone has to do things their way? everyone has his/her list of priorities, if a car is a priority to you, doesn't mean it has to be a priority to everyone? someone doesn't have a car but they channel their money to other things that are a priority to them, we can't all sing with the same voice 🥺",39,2.0,2025-07-21T05:39:25.000Z,johnthomas20200,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6985528215978050566,7529405562355139384,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/55f14e7258a4889a804732f220146d94~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=606b37aa&x-expires=1775613600&x-signature=GBvvBZ8Hnen76D16YAaHeIhhuPY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"why do people think everyone has to do things their way? everyone has his/her list of priorities, if a car is a priority to you, doesn't mean it has to be a priority to everyone? someone doesn't have a car but they channel their money to other things that are a priority to them, we can't all sing with the same voice 🥺","why do people think everyone has to do things their way? everyone has his/her list of priorities, if a car is a priority to you, doesn't mean it has to be a priority to everyone? someone doesn't have a car but they channel their money to other things that are a priority to them, we can't all sing with the same voice 🥺",True,piece_relevant
Aeende aulize khalif kairo wa magari 😩😂 how he moved from grace to grass after mocking pple,25,0.0,2025-07-21T17:14:25.000Z,_babyicecream,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6617779455933562886,7529584726663758598,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7334941586566873093~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4af69325&x-expires=1775613600&x-signature=CvfMqJk0pLxgsTHR%2BocEXNm1rR8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Aeende aulize khalif kairo wa magari 😩😂 how he moved from grace to grass after mocking pple,Aeende aulize khalif kairo wa magari 😩😂 how he moved from grace to grass after mocking pple,False,weak
There are millionaire business women without cars.,250,6.0,2025-07-21T02:58:04.000Z,leennypeters,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6804057644296602630,7529363989417067269,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3fed9a1d430dd53f8087c3e36f991fd1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5e12e92b&x-expires=1775613600&x-signature=LGGrnsu%2Fr5K1VEIjujyfjbq0iT8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,There are millionaire business women without cars.,There are millionaire business women without cars.,True,piece_relevant
i own 7 cars na i dont see the meaning of cars ...for me they are tools of trade....sparky azoee kuguza wamama matako...rusha mawe i show u 5m cash yenye haina kazi,3,4.0,2025-07-21T08:50:17.000Z,i.am4011,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7519927775160222726,7529454786375222072,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5112acaa6ec616e47c238f71e39067b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ec03d058&x-expires=1775613600&x-signature=o0xF3gdCzPW%2FTfOSDf%2Fgi%2BP2VTw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,i own 7 cars na i dont see the meaning of cars ...for me they are tools of trade....sparky azoee kuguza wamama matako...rusha mawe i show u 5m cash yenye haina kazi,i own 7 cars na i dont see the meaning of cars ...for me they are tools of trade....sparky azoee kuguza wamama matako...rusha mawe i show u 5m cash yenye haina kazi,True,piece_relevant
"I won't comment on this story coz am wondering,car?at 35 huh,am 34 struggling to put a plate of food on the table for my kids😁na niko tu huku n very peaceful.",16,6.0,2025-07-21T09:56:38.000Z,user855debzdebby,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7380623904656425989,7529471873311589176,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3fc719b8fbf860c1bda3f0cddbb1891c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c4f35f38&x-expires=1775613600&x-signature=BWz4eH5%2FjZ%2FoFR%2Ffibgi4v%2B6XV8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,"I won't comment on this story coz am wondering,car?at 35 huh,am 34 struggling to put a plate of food on the table for my kids😁na niko tu huku n very peaceful.","I won't comment on this story coz am wondering,car?at 35 huh,am 34 struggling to put a plate of food on the table for my kids😁na niko tu huku n very peaceful.",True,piece_relevant
i read someones comment that her mum has been battling cancer and shes 35 and very ready to loose everything for her mum to keep going. 😭😭😭,11,0.0,2025-07-21T16:28:42.000Z,sheila.shaz,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6960029116624520197,7529571750255444742,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/88bce1700b2784a9909db185bcc71e2c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cb356e72&x-expires=1775613600&x-signature=du3NHM996icKoLzyWdxm2P2CVmQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,i read someones comment that her mum has been battling cancer and shes 35 and very ready to loose everything for her mum to keep going. 😭😭😭,i read someones comment that her mum has been battling cancer and shes 35 and very ready to loose everything for her mum to keep going. 😭😭😭,True,piece_relevant
The Swahili said “Ukishiba funika tumbo” and “when you leave don’t bang the door you may need it on your way back”,324,2.0,2025-07-21T05:04:24.000Z,peterkaranja4,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6775155388904899590,7529396582636618503,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7326835763331465221~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e6e45a0b&x-expires=1775613600&x-signature=OFf1bUfUfDJOEaTFWx1f5TJ0BYw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,The Swahili said “Ukishiba funika tumbo” and “when you leave don’t bang the door you may need it on your way back”,"The Swahili said ""Ukishiba funika tumbo"" and ""when you leave don't bang the door you may need it on your way back""",False,weak
"Uzuri he was addressing 35year olds, sisi wa 40 we’re safe 😭😫",309,20.0,2025-07-21T16:50:58.000Z,thetechva,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6812604263718536198,7529578689869136657,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9e41c5daa1389f3b6a5f4b2c6c98ac05~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=65ee3f5e&x-expires=1775613600&x-signature=Ry2DiVYYW58lIbFRP0F%2FS83IVKM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,"Uzuri he was addressing 35year olds, sisi wa 40 we’re safe 😭😫","Uzuri he was addressing 35year olds, sisi wa 40 we're safe 😭😫",True,piece_relevant
"Men, this got me!
""Ego is loud, Growth is quiet.""",53,0.0,2025-07-21T06:23:12.000Z,white.bronks,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7430055796903379973,7529416855698883333,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/73ae836654e09c16bb50f4cffdc4f68d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=68833899&x-expires=1775613600&x-signature=%2FjPo4Gk2gNSIzey9IHszMHo4Kvs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,"Men, this got me!
""Ego is loud, Growth is quiet.""","Men, this got me! ""Ego is loud, Growth is quiet.""",True,piece_relevant
