Content ID,Human_Q1,LLM_Q1,Exact_Q1,Human_Q1A,LLM_Q1A,Exact_Q1A,Jaccard_Q1A,Human_Q2,LLM_Q2,Exact_Q2,Jaccard_Q2,Human_Q3,LLM_Q3,Exact_Q3,Human_Q4,LLM_Q4,Exact_Q4,Human_Q5,LLM_Q5,Exact_Q5,Human_Q6,LLM_Q6,Exact_Q6,Human_Q7,LLM_Q7,Exact_Q7,Jaccard_Q7,Human_Q8,LLM_Q8,Exact_Q8,Jaccard_Q8,Human_Q9,LLM_Q9,Exact_Q9,Jaccard_Q9,Human_Q10,LLM_Q10,Exact_Q10,Jaccard_Q10,Human_Q11,LLM_Q11,Exact_Q11,Jaccard_Q11,Human_Q12,LLM_Q12,Exact_Q12,Human_Q13,LLM_Q13,Exact_Q13,Human_Q14,LLM_Q14,Exact_Q14,Human_Q15,LLM_Q15,Exact_Q15,Human_Q16,LLM_Q16,Exact_Q16,Human_Q17,LLM_Q17,Exact_Q17,Human_Q18,LLM_Q18,Exact_Q18,Human_Q18A,LLM_Q18A,Exact_Q18A,Jaccard_Q18A
1954158345113174097,No,No,1,,,,,Dating / Marriage,Family/children,0,0.000000,Commentary Content,Commentary/reaction content,0,"Yes, explicitly","Yes, explicitly",1,More regressive,More regressive / traditional / restrictive,0,NO,NO,1,,,,,Women / Women's Behavior,Men’s behavior,0,0.000000,No clear solution,No clear solution,1,1.000000,Debate / Argument,Personal story,0,0.000000,None of these apply,Self expression/identity construction,0,0.000000,Generalizations about women,Personal experience,0,No Justification,Anecdotal examples,0,Mixed,Mixed,1,Negative,Negative,1,Positive,Positive,1,NO,NO,1,NO,NO,1,,,,
1954188481585873209,No,No,1,,,,,Dating/marriage,Family/children,0,0.000000,Commentary/reaction content,Commentary/reaction content,1,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive / traditional / restrictive,0,Yes,Yes,1,Men need to dominate/lead,Men need to dominate/lead,1,1.000000,Men's behavior,No clear problem is identified,0,0.000000,More equality/respect for men,More equality/respect for men,1,1.000000,Advice/instruction; Commentary/opinion,Personal story,0,0.000000,Information seeking,Self expression/identity construction,0,0.000000,Generalizations about men/women,Personal experience,0,Presented as common sense,Anecdotal examples,0,Mixed,Mixed,1,Negative,Negative,1,Positive,Positive,1,NO,NO,1,Yes,Yes,1,Calls for men to follow more traditional gender norms,Calls for men to follow more traditional gender norms,1,1.000000
1954196373861003731,Yes,Yes,1,Other,Shares something surprising,0,0.000000,"Friends/socializing; Gender issues, e.g. equality",Money/status,0,0.000000,Motivational/self-help content,Motivational/self-help content,1,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive / traditional / restrictive,0,Yes,Yes,1,Men need to be fully self-reliant; Men need to not show emotions; Men need to provide/succeed,Men need to provide/succeed,0,0.333333,Men’s behavior,No clear problem is identified,0,0.000000,Assert dominance/control; More equality/respect for men; More self-discipline/fitness,Assert dominance/control,0,0.333333,Advice/instruction; Motivational speech,Commentary/opinion,0,0.000000,Information seeking; Self expression/identity construction; Status seeking,Information seeking,0,0.333333,Generalizations about men/women,Generalizations about men/women,1,Presented as common sense,Presented as common sense,1,Mixed,Mixed,1,Negative,Negative,1,Positive,Positive,1,Somewhat,Somewhat,1,Yes,Yes,1,Calls for men to follow more traditional gender norms,Calls for men to follow more traditional gender norms,1,1.000000
1954835680426635741,Yes,Yes,1,Shares something surprising,Shares something surprising,1,1.000000,Dating/marriage,Gender issues,0,0.000000,Commentary/reaction content,Commentary/reaction content,1,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive / traditional / restrictive,0,NO,NO,1,Not applicable,,0,0.000000,Women/feminism,No clear problem is identified,0,0.000000,Other,Assert dominance/control,0,0.000000,Advice/instruction; Commentary/opinion,Commentary/opinion,0,0.500000,Information seeking,Information seeking,1,1.000000,Generalizations about men/women,Generalizations about men/women,1,Presented as common sense,Presented as common sense,1,Neutral,Neutral,1,Negative,Negative,1,Positive,Positive,1,NO,NO,1,Yes,Yes,1,Calls for men to follow more traditional gender norms,Calls for men to follow more traditional gender norms,1,1.000000
1954860355793953085,No,No,1,,,,,Dating/marriage,Family/children,0,0.000000,"Commentary/reaction content, interview/conversational content",Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive / traditional / restrictive,0,Yes,Yes,1,Men need to dominate/lead; Other,Men need to dominate/lead,0,0.500000,Other; Women/feminism,Women/feminism,0,0.500000,Assert dominance/control,Assert dominance/control,1,1.000000,Advice/instruction; Commentary/opinion,Advice/instruction,0,0.500000,Entertainment/escapism; Self expression/identity construction,Information seeking,0,0.000000,"Generalizations about men/women, moral/religious claims",Moral/religious claims,0,"Presented as common sense, references religion/tradition, other",References religion/tradition,0,Mixed,Mixed,1,Negative,Negative,1,Positive,Positive,1,NO,NO,1,Yes,Yes,1,Calls for men to follow more traditional gender norms; Calls for women to follow more traditional gender norms,Calls for men to follow more traditional gender norms,0,0.500000
1962749588588187787,Yes,Yes,1,Shares something surprising,Shares something surprising,1,1.000000,Fitness/self-improvement,Dating/marriage,0,0.000000,"Motivational/self-help content, Commentary/reaction content",Motivational/self-help content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive / traditional / restrictive,0,Yes,Yes,1,Men need to improve themselves,Men need to dominate/lead,0,0.000000,Men’s behavior,No clear problem is identified,0,0.000000,More self-discipline/fitness,More self-discipline/fitness,1,1.000000,Advice/instruction; Commentary/opinion; Motivational speech,Advice/instruction,0,0.333333,Information seeking; Self expression/identity construction; Status seeking,Information seeking,0,0.333333,Generalizations about men/women,Generalizations about men/women,1,Presented as common sense,Presented as common sense,1,Mixed,Mixed,1,Negative,Negative,1,Positive,Positive,1,Yes,Yes,1,Yes,Yes,1,Calls for men to follow more traditional gender norms,Calls for men to follow more traditional gender norms,1,1.000000
1969310581648654500,Yes,Yes,1,Other; Shares something surprising,Shares something surprising,0,0.500000,Dating/marriage; Religion/morality,Dating/marriage,0,0.500000,"Motivational/self-help content, Commentary/reaction content",Motivational/self-help content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive / traditional / restrictive,0,Yes,Yes,1,Men need to be fully self-reliant; Men need to dominate/lead; Men need to not show emotions; Other,Men need to dominate/lead,0,0.250000,Other; Women/feminism,No clear problem is identified,0,0.000000,Assert dominance/control; Other,No clear solution,0,0.000000,Advice/instruction; Commentary/opinion; Motivational speech,Personal story,0,0.000000,Self expression/identity construction; Status seeking,Self expression/identity construction,0,0.500000,"Generalizations about men/women, moral/religious claims",Personal experience,0,"References religion/tradition, Presented as common sense",Anecdotal examples,0,Mixed,Mixed,1,Negative,Negative,1,Positive,Positive,1,Yes,Yes,1,Yes,Yes,1,Calls for men to follow more traditional gender norms; Other,Calls for men to follow more traditional gender norms,0,0.500000
1969363662281314544,Yes,Yes,1,Compelling question; Shares something surprising; Uses a news headline or social media trend as opener,Compelling question,0,0.333333,Dating/marriage; Money/status,Dating/marriage,0,0.500000,"Commentary/reaction content, motivational/self-help content",Motivational/self-help content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive / traditional / restrictive,0,Yes,Yes,1,Men are disadvantaged/victims; Men need to be fully self-reliant; Men need to not show emotions; Men need to provide/succeed,Men need to provide/succeed,0,0.250000,Economic/status pressure; Mental health/emotional struggle; Women/feminism,No clear problem is identified,0,0.000000,Assert dominance/control; More equality/respect for men; Other,Assert dominance/control,0,0.333333,Advice/instruction; Commentary/opinion; News/telling facts,Advice/instruction,0,0.333333,Information seeking; Self expression/identity construction; Status seeking,Information seeking,0,0.333333,"Facts/statistics, Generalizations about men/women, Cultural/social observations",Facts/statistics,0,"References data, Presented as common sense, Anecdotal examples",References data,0,Mixed,Mixed,1,Negative,Negative,1,Positive,Positive,1,Yes,Yes,1,Yes,Yes,1,Calls for men to follow more traditional gender norms,Calls for men to follow more traditional gender norms,1,1.000000
1973440936542720469,Yes,Yes,1,Use of all CAPS,Use of all CAPS,1,1.000000,Dating/marriage,Family/children,0,0.000000,"Commentary/reaction content, motivational/self-help content",Motivational/self-help content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive / traditional / restrictive,0,Yes,Yes,1,Men need to dominate/lead; Other,Men need to be fully self-reliant,0,0.000000,Women/feminism,Mental health/emotional struggle,0,0.000000,Assert dominance/control,Assert dominance/control,1,1.000000,Advice/instruction; Commentary/opinion,Personal story,0,0.000000,Entertainment/escapism; Self expression/identity construction,Self expression/identity construction,0,0.500000,Generalizations about men/women,Personal experience,0,Presented as common sense,Anecdotal examples,0,Neutral,Neutral,1,Negative,Negative,1,Positive,Positive,1,NO,NO,1,Yes,Yes,1,Calls for men to follow more traditional gender norms; Other,Calls for men to follow more traditional gender norms,0,0.500000
1975078851945394590,Yes,Yes,1,Use of all CAPS,Use of all CAPS,1,1.000000,Dating / Marriage,Dating/marriage,0,0.000000,Commentary Content,Commentary/reaction content,0,"Yes, explicitly","Yes, explicitly",1,More regressive,More regressive / traditional / restrictive,0,NO,NO,1,,,,,Women / Women's Behavior,Men’s behavior,0,0.000000,No clear solution,No clear solution,1,1.000000,Debate / Argument,Advice/instruction,0,0.000000,None of these apply,Information seeking,0,0.000000,Generalizations about women,Generalizations about men/women,0,No Justification,Presented as common sense,0,Positive,Positive,1,Unclear,Unclear,1,Unclear,Unclear,1,Yes,Yes,1,Yes,Yes,1,Other,Calls for men to follow more traditional gender norms,0,0.000000
1975245528242729101,Yes,Yes,1,Uses all CAPS,Use of all CAPS,0,0.000000,Dating/marriage,Dating/marriage,1,1.000000,Commentary/reaction content,Commentary/reaction content,1,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive / traditional / restrictive,0,Yes,Yes,1,Men need to be fully self-reliant; Men need to dominate/lead; Men need to improve themselves,Men need to dominate/lead,0,0.333333,Women/feminism,Women/feminism,1,1.000000,Assert dominance/control; More self-discipline/fitness,Assert dominance/control,0,0.500000,Advice/instruction; Commentary/opinion,Advice/instruction,0,0.500000,Information seeking,Information seeking,1,1.000000,Mixed,Facts/statistics,0,Presented as common sense,References data,0,Positive,Positive,1,Negative,Negative,1,Positive,Positive,1,Somewhat,Somewhat,1,Yes,Yes,1,Calls for men to follow more traditional gender norms,Calls for men to follow more traditional gender norms,1,1.000000
1976936284460351491,No,No,1,,,,,Dating / Marriage,Dating/marriage,0,0.000000,Commentary Content,Commentary/reaction content,0,"Yes, explicitly","Yes, explicitly",1,More regressive,More regressive / traditional / restrictive,0,Yes,Yes,1,"Mixed; Not to date ""Born Again"" women",Mixed/unclear,0,0.000000,Women / Women's Behavior,No clear problem is identified,0,0.000000,Assert dominance / control,Assert dominance/control,0,0.000000,Debate / Argument,Advice/instruction,0,0.000000,None of these apply,Information seeking,0,0.000000,Generalizations about women,Generalizations about men/women,0,No Justification,Presented as common sense,0,Mixed,Mixed,1,Negative,Negative,1,Positive,Positive,1,Yes,Yes,1,NO,NO,1,,,,
1976943608214212735,Yes,Yes,1,Other,Shares something sexual,0,0.000000,Dating/marriage; Religion/morality,Gender issues,0,0.000000,Commentary/reaction content,Commentary/reaction content,1,"Yes, implicitly","Yes, implicitly",1,More regressive/traditional/restrictive,More regressive / traditional / restrictive,0,NO,NO,1,Not applicable,,0,0.000000,Kenyan or Nigerian political/social problems; Women/feminism,No clear problem is identified,0,0.000000,No clear solution,No clear solution,1,1.000000,Advice/instruction,Advice/instruction,1,1.000000,Self expression/identity construction,Information seeking,0,0.000000,Cultural/social observations,Generalizations about men/women,0,No Justification,Presented as common sense,0,Positive,Positive,1,Neutral,Neutral,1,Unclear,Unclear,1,NO,NO,1,NO,NO,1,,,,
1976981658470388103,No,No,1,,,,,Dating,Gender issues,0,0.000000,,Commentary/reaction content,,"Yes, implicitly","Yes, implicitly",1,More regressive,More regressive / traditional / restrictive,0,NO,NO,1,,,,,Women / Women's Behavior,No clear problem is identified,0,0.000000,No clear solution,No clear solution,1,1.000000,Debate / Argument,Debate/argument,0,0.000000,None of these apply,Information seeking,0,0.000000,Generalizations about women,Generalizations about men/women,0,No Justification,Presented as common sense,0,Unclear,Unclear,1,Negative,Negative,1,Positive,Positive,1,NO,NO,1,NO,NO,1,,,,
1977034206967378054,No,No,1,,,,,Dating/marriage; Money/status,Dating/marriage,0,0.500000,Motivational/self-help content,Motivational/self-help content,1,"Yes, explicitly","Yes, explicitly",1,Mixed/unclear,Mixed/unclear,1,Yes,Yes,1,Men need to improve themselves,Men need to improve themselves,1,1.000000,Other,No clear problem is identified,0,0.000000,Other,Other,1,1.000000,Advice/instruction,Advice/instruction,1,1.000000,Self expression/identity construction; Status seeking,Information seeking,0,0.000000,Cultural/social observations,Generalizations about men/women,0,No Justification,Presented as common sense,0,Positive,Positive,1,Neutral,Neutral,1,Unclear,Unclear,1,NO,NO,1,Yes,Yes,1,Other,Other,1,1.000000
2035227655516061989,No,No,1,,,,,Dating/marriage; Money/status,Dating/marriage,0,0.500000,Motivational/self-help content,Motivational/self-help content,1,"Yes, implicitly","Yes, implicitly",1,Mixed/unclear,Mixed/unclear,1,Yes,Yes,1,Men need to provide/succeed,Men need to provide/succeed,1,1.000000,Economic/status pressure,No clear problem is identified,0,0.000000,More wealth/status,No clear solution,0,0.000000,Advice/instruction,Commentary/opinion,0,0.000000,Self expression/identity construction; Status seeking,Information seeking,0,0.000000,No support,No support,1,No Justification,No Justification,1,Unclear,Unclear,1,Unclear,Unclear,1,Positive,Positive,1,NO,NO,1,Yes,Yes,1,Other,Calls for men to follow more traditional gender norms,0,0.000000
2035235206035034470,No,No,1,,,,,Gender issues,Gender issues,1,1.000000,"Commentary/reaction content, motivational/self-help content",Motivational/self-help content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive / traditional / restrictive,0,Yes,Yes,1,Other,Mixed/unclear,0,0.000000,No clear problem is identified,No clear problem is identified,1,1.000000,Other,Other,1,1.000000,Advice/instruction; Commentary/opinion,Commentary/opinion,0,0.500000,Entertainment/escapism; Self expression/identity construction,Information seeking,0,0.000000,Generalizations about men/women,No support,0,Presented as common sense,No Justification,0,Neutral,Neutral,1,Not mentioned,Not mentioned,1,Positive,Positive,1,NO,NO,1,NO,NO,1,,,,
2035265419842359420,Yes,Yes,1,Other,Shares something surprising,0,0.000000,Dating/marriage; Religion/morality,Gender issues,0,0.000000,"Motivational/self-help content, Commentary/reaction content",Motivational/self-help content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive / traditional / restrictive,0,Yes,Yes,1,Men need to be fully self-reliant; Men need to dominate/lead; Other,Men need to dominate/lead,0,0.333333,Women/feminism,No clear problem is identified,0,0.000000,Assert dominance/control; Other,Assert dominance/control,0,0.500000,Advice/instruction; Commentary/opinion; Motivational speech,Advice/instruction,0,0.333333,Self expression/identity construction; Status seeking,Information seeking,0,0.000000,"Generalizations about men/women, moral/religious claims",Generalizations about men/women,0,"References religion/tradition, Presented as common sense",Presented as common sense,0,Mixed,Mixed,1,Negative,Negative,1,Positive,Positive,1,Somewhat,Somewhat,1,Yes,Yes,1,Calls for men to follow more traditional gender norms; Other,Calls for men to follow more traditional gender norms,0,0.500000
2035333355189747989,No,No,1,,,,,Dating/marriage,Dating/marriage,1,1.000000,"Commentary/reaction content, motivational/self-help content",Motivational/self-help content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive / traditional / restrictive,0,Yes,Yes,1,Other,Mixed/unclear,0,0.000000,Women/feminism,Women/feminism,1,1.000000,Other,Other,1,1.000000,Advice/instruction; Commentary/opinion,Advice/instruction,0,0.500000,Entertainment/escapism; Self expression/identity construction,Information seeking,0,0.000000,Generalizations about men/women,No support,0,Presented as common sense,No Justification,0,Neutral,Neutral,1,Negative,Negative,1,Positive,Positive,1,NO,NO,1,Yes,Yes,1,Calls for men to follow more traditional gender norms; Other,Calls for men to follow more traditional gender norms,0,0.500000
2035341023287689308,No,No,1,,,,,Dating / Marriage,Dating/marriage,0,0.000000,Commentary Content,Commentary/reaction content,0,"Yes, explicitly","Yes, explicitly",1,More regressive,More regressive / traditional / restrictive,0,NO,NO,1,,,,,Women / Women's Behavior,No clear problem is identified,0,0.000000,Assert dominance / control,Assert dominance/control,0,0.000000,Debate / Argument,Advice/instruction,0,0.000000,None of these apply,Information seeking,0,0.000000,Generalizations about women,Generalizations about men/women,0,No Justification,Presented as common sense,0,Mixed,Mixed,1,Negative,Negative,1,Positive,Positive,1,NO,NO,1,NO,NO,1,,,,
2039621704155045988,Yes,Yes,1,Shares something sexual; Shares something surprising; Use of all CAPS; Uses a news headline or social media trend as opener,Shares something sexual,0,0.250000,Dating/marriage; Mental health; Religion/morality,Dating/marriage,0,0.333333,"Motivational/self-help content, Commentary/reaction content",Motivational/self-help content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive / traditional / restrictive,0,Yes,Yes,1,Men need to be fully self-reliant; Men need to improve themselves; Other,Men need to be emotionally open,0,0.000000,Mental health/emotional struggle; Other; Women/feminism,No clear problem is identified,0,0.000000,More self-discipline/fitness; Other,More self-discipline/fitness,0,0.500000,Advice/instruction; Commentary/opinion; News/telling facts,Advice/instruction,0,0.333333,Information seeking; Self expression/identity construction; Status seeking,Information seeking,0,0.333333,"Generalizations about men/women, Moral/religious claims, Facts/statistics, Cultural/social observations",Facts/statistics,0,"Presented as common sense, No justification, References data",References data,0,Mixed,Mixed,1,Negative,Negative,1,Positive,Positive,1,Yes,Yes,1,Yes,Yes,1,Calls for men to follow more traditional gender norms; Other,Calls for men to follow more traditional gender norms,0,0.500000
