url,twitterUrl,id,text,retweetCount,replyCount,likeCount,quoteCount,createdAt,bookmarkCount,isRetweet,isQuote,source_file,source_text_col,comment_text,comment_text_norm,mode,word_count,has_gender_hint,has_stance_hint,has_experience_hint,has_learning_hint,has_change_hint,has_reinforcement_hint,has_action_hint,has_info_hint,has_identity_hint,keep,keep_reason
https://x.com/KusienyaKelvin/status/1830599902902247853,https://twitter.com/KusienyaKelvin/status/1830599902902247853,1830599902902247853,@amerix Love is a two way street,2,0,12,0,Mon Sep 02 13:33:22 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Love is a two way street,@amerix love is a two way street,v2,7,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/DaveKengabi/status/1830597603727143112,https://twitter.com/DaveKengabi/status/1830597603727143112,1830597603727143112,"@amerix ""So, if the woman becomes rude, belligerent, and bellicose, she doesn't deserve to be loved."" 

Key points only",0,0,12,0,Mon Sep 02 13:24:14 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix ""So, if the woman becomes rude, belligerent, and bellicose, she doesn't deserve to be loved."" 

Key points only","@amerix ""so, if the woman becomes rude, belligerent, and bellicose, she doesn't deserve to be loved."" key points only",v2,20,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/AntonyMungaa/status/1830597922360299815,https://twitter.com/AntonyMungaa/status/1830597922360299815,1830597922360299815,"@amerix Hapa nayo unatuconfuse,...""but man can't love God""",0,2,11,0,Mon Sep 02 13:25:30 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix Hapa nayo unatuconfuse,...""but man can't love God""","@amerix hapa nayo unatuconfuse,...""but man can't love god""",v2,10,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/MajorPhilant777/status/1830597963422511341,https://twitter.com/MajorPhilant777/status/1830597963422511341,1830597963422511341,"@amerix I disagree with this 
The Bible say 
You must love  your God with your whole heart and with your whole soul and with your whole mind.”​—MATT. 22:37.

A Man can Love God",0,3,10,0,Mon Sep 02 13:25:40 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix I disagree with this 
The Bible say 
You must love  your God with your whole heart and with your whole soul and with your whole mind.”​—MATT. 22:37.

A Man can Love God","@amerix i disagree with this the bible say you must love your god with your whole heart and with your whole soul and with your whole mind.""​—matt. 22:37. a man can love god",v2,35,True,True,True,False,False,False,True,False,False,False,emoji_or_punct_only
https://x.com/CCoastarian/status/1830611401708290102,https://twitter.com/CCoastarian/status/1830611401708290102,1830611401708290102,@amerix Wacha nichague wakunipenda ndio niweze kumpa respect,0,2,9,0,Mon Sep 02 14:19:03 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Wacha nichague wakunipenda ndio niweze kumpa respect,@amerix wacha nichague wakunipenda ndio niweze kumpa respect,v2,8,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/dheg0at/status/1830595979898388821,https://twitter.com/dheg0at/status/1830595979898388821,1830595979898388821,@amerix Women love money and money only.. anything else is BS,0,1,8,0,Mon Sep 02 13:17:47 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Women love money and money only.. anything else is BS,@amerix women love money and money only.. anything else is bs,v2,11,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/GeorgeKariukimp/status/1830598624914378975,https://twitter.com/GeorgeKariukimp/status/1830598624914378975,1830598624914378975,@amerix Point home mwalimu,0,0,8,0,Mon Sep 02 13:28:17 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Point home mwalimu,@amerix point home mwalimu,v2,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/kisavi82049/status/1830595697252642851,https://twitter.com/kisavi82049/status/1830595697252642851,1830595697252642851,@amerix Better Together,2,1,3,0,Mon Sep 02 13:16:39 +0000 2024,1,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Better Together,@amerix better together,v2,3,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Antidotech/status/1830621925074145469,https://twitter.com/Antidotech/status/1830621925074145469,1830621925074145469,@amerix This information is paramount. Thank you Doc.,0,0,6,0,Mon Sep 02 15:00:52 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix This information is paramount. Thank you Doc.,@amerix this information is paramount. thank you doc.,v2,8,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Nuskaren/status/1830615155715264972,https://twitter.com/Nuskaren/status/1830615155715264972,1830615155715264972,@amerix So women should not love God? 🤔 We should only submit to human beings? I do not agree to this.,0,2,5,0,Mon Sep 02 14:33:58 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix So women should not love God? 🤔 We should only submit to human beings? I do not agree to this.,@amerix so women should not love god? 🤔 we should only submit to human beings? i do not agree to this.,v2,20,True,True,True,False,False,False,True,False,False,False,emoji_or_punct_only
https://x.com/nkatha_grace/status/1830674782255202546,https://twitter.com/nkatha_grace/status/1830674782255202546,1830674782255202546,"@amerix This is actually on point 100% the only problem is there are a few Men our generation who understands this, they expect a woman to submit to weakness just because you're born male, Men need to upgrade if we are to fix humanity and healthy rshps.",0,0,5,0,Mon Sep 02 18:30:55 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix This is actually on point 100% the only problem is there are a few Men our generation who understands this, they expect a woman to submit to weakness just because you're born male, Men need to upgrade if we are to fix humanity and healthy rshps.","@amerix this is actually on point 100% the only problem is there are a few men our generation who understands this, they expect a woman to submit to weakness just because you're born male, men need to upgrade if we are to fix humanity and healthy rshps.",v2,48,True,False,True,False,False,False,True,True,False,False,emoji_or_punct_only
https://x.com/duncanakello/status/1830597791791411431,https://twitter.com/duncanakello/status/1830597791791411431,1830597791791411431,"@amerix While I don’t believe in god in the traditional sense, this statement is totally correct, first time I am making such a response amerix content, there is an evolutionary science behind this, but that is a story for another day",1,0,3,0,Mon Sep 02 13:24:59 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix While I don’t believe in god in the traditional sense, this statement is totally correct, first time I am making such a response amerix content, there is an evolutionary science behind this, but that is a story for another day","@amerix while i don't believe in god in the traditional sense, this statement is totally correct, first time i am making such a response amerix content, there is an evolutionary science behind this, but that is a story for another day",v2,42,True,False,True,False,False,False,False,True,False,False,emoji_or_punct_only
https://x.com/shazlove44/status/1830595705259405777,https://twitter.com/shazlove44/status/1830595705259405777,1830595705259405777,"@amerix Our lecturer said ""Get married to a man who loves you""",0,2,5,0,Mon Sep 02 13:16:41 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix Our lecturer said ""Get married to a man who loves you""","@amerix our lecturer said ""get married to a man who loves you""",v2,12,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Mass_Servant/status/1830596279165997097,https://twitter.com/Mass_Servant/status/1830596279165997097,1830596279165997097,@amerix That what can make a good wife,0,0,5,0,Mon Sep 02 13:18:58 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix That what can make a good wife,@amerix that what can make a good wife,v2,8,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/jimmiejames_ke/status/1830597361921388960,https://twitter.com/jimmiejames_ke/status/1830597361921388960,1830597361921388960,@amerix Man is the prize. Men should stop simping everywhere.,0,1,4,0,Mon Sep 02 13:23:16 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Man is the prize. Men should stop simping everywhere.,@amerix man is the prize. men should stop simping everywhere.,v2,10,True,False,True,False,False,False,True,False,False,False,emoji_or_punct_only
https://x.com/seerealdust/status/1830598492038873551,https://twitter.com/seerealdust/status/1830598492038873551,1830598492038873551,@amerix Bare truth,0,0,4,0,Mon Sep 02 13:27:46 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Bare truth,@amerix bare truth,v2,3,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/thee_localman/status/1830595783089078336,https://twitter.com/thee_localman/status/1830595783089078336,1830595783089078336,@amerix I'll never forget this!,0,2,4,0,Mon Sep 02 13:17:00 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix I'll never forget this!,@amerix i'll never forget this!,v2,6,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/benanuale/status/1830603114195681463,https://twitter.com/benanuale/status/1830603114195681463,1830603114195681463,"@amerix “Uzuri Wa Mke Si Urembo, Ni Tabia..” ~ Onyi Papa Jay Quotes. #BREAKINGNEWS",1,0,1,0,Mon Sep 02 13:46:08 +0000 2024,0,False,True,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix “Uzuri Wa Mke Si Urembo, Ni Tabia..” ~ Onyi Papa Jay Quotes. #BREAKINGNEWS","@amerix ""uzuri wa mke si urembo, ni tabia.."" ~ onyi papa jay quotes. #breakingnews",v2,13,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/brendankirotee/status/1830596695287087374,https://twitter.com/brendankirotee/status/1830596695287087374,1830596695287087374,@amerix hehehe,0,1,3,0,Mon Sep 02 13:20:37 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix hehehe,@amerix hehehe,v2,2,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/NgetichElisha20/status/1830597679547547802,https://twitter.com/NgetichElisha20/status/1830597679547547802,1830597679547547802,@amerix Obeying commandments and respect to God may as well goes with love The greatest commandment,0,0,3,0,Mon Sep 02 13:24:32 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Obeying commandments and respect to God may as well goes with love The greatest commandment,@amerix obeying commandments and respect to god may as well goes with love the greatest commandment,v2,16,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Kckingson/status/1830598087783379257,https://twitter.com/Kckingson/status/1830598087783379257,1830598087783379257,"@amerix You can't love what's above you.

You can only respect.

Beware",0,0,3,0,Mon Sep 02 13:26:09 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix You can't love what's above you.

You can only respect.

Beware",@amerix you can't love what's above you. you can only respect. beware,v2,14,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/AmirBiggie/status/1830596750073323987,https://twitter.com/AmirBiggie/status/1830596750073323987,1830596750073323987,@amerix Love is a top down action  no wonder it no longer work cause people don't understand it,0,0,3,0,Mon Sep 02 13:20:50 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Love is a top down action  no wonder it no longer work cause people don't understand it,@amerix love is a top down action no wonder it no longer work cause people don't understand it,v2,19,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/EvanoMemba/status/1830639099880910967,https://twitter.com/EvanoMemba/status/1830639099880910967,1830639099880910967,@amerix Deep,0,0,3,0,Mon Sep 02 16:09:07 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Deep,@amerix deep,v2,2,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/aghan_mteule/status/1830596208089240021,https://twitter.com/aghan_mteule/status/1830596208089240021,1830596208089240021,@amerix It's only women who are allowed to love emotionally,0,0,3,0,Mon Sep 02 13:18:41 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix It's only women who are allowed to love emotionally,@amerix it's only women who are allowed to love emotionally,v2,11,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/kenyasiasani/status/1830612514583019728,https://twitter.com/kenyasiasani/status/1830612514583019728,1830612514583019728,"@amerix In matters of love, it is often believed that a man loves a woman, not the other way around. #ManDay",0,0,3,0,Mon Sep 02 14:23:29 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix In matters of love, it is often believed that a man loves a woman, not the other way around. #ManDay","@amerix in matters of love, it is often believed that a man loves a woman, not the other way around. #manday",v2,21,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Sebast_tales/status/1830597281936204269,https://twitter.com/Sebast_tales/status/1830597281936204269,1830597281936204269,"@amerix Women can never love a man. They are only loyal to their feelings. When a man loves them, they know and they are loyal to that treatment they get from the man.",0,0,3,0,Mon Sep 02 13:22:57 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix Women can never love a man. They are only loyal to their feelings. When a man loves them, they know and they are loyal to that treatment they get from the man.","@amerix women can never love a man. they are only loyal to their feelings. when a man loves them, they know and they are loyal to that treatment they get from the man.",v2,33,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/GriffinWanyama/status/1830626774423679437,https://twitter.com/GriffinWanyama/status/1830626774423679437,1830626774423679437,@amerix Well said master,0,0,2,0,Mon Sep 02 15:20:09 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Well said master,@amerix well said master,v2,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/SimonKi42982067/status/1830595978157580755,https://twitter.com/SimonKi42982067/status/1830595978157580755,1830595978157580755,@amerix Thank you master ✊,0,1,2,0,Mon Sep 02 13:17:46 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Thank you master ✊,@amerix thank you master ✊,v2,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/RichyMculture/status/1830596573316694368,https://twitter.com/RichyMculture/status/1830596573316694368,1830596573316694368,@amerix Master 💯,0,1,2,0,Mon Sep 02 13:20:08 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Master 💯,@amerix master 💯,v2,2,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Crystal_Vivvy/status/1830595521511137315,https://twitter.com/Crystal_Vivvy/status/1830595521511137315,1830595521511137315,@amerix Absolutely true,0,1,2,0,Mon Sep 02 13:15:57 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Absolutely true,@amerix absolutely true,v2,3,False,True,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/hayhaNato/status/1830731650239483982,https://twitter.com/hayhaNato/status/1830731650239483982,1830731650239483982,@amerix Tough pill 😂 https://t.co/yRUk2J5sun,0,1,2,0,Mon Sep 02 22:16:53 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Tough pill 😂 https://t.co/yRUk2J5sun,@amerix tough pill 😂 https://t.co/yruk2j5sun,v2,7,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/onesskimm1/status/1830600214174126515,https://twitter.com/onesskimm1/status/1830600214174126515,1830600214174126515,@amerix Knowledgeable,0,0,2,0,Mon Sep 02 13:34:36 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Knowledgeable,@amerix knowledgeable,v2,2,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/KiptenaiTom/status/1830603913617404196,https://twitter.com/KiptenaiTom/status/1830603913617404196,1830603913617404196,"@amerix The hierarchy is clear, it's human who are trying to tamper with it. God wasn't stupid to set the order, those who suffer matter related to love and respect are being punished for disobeying God's order.",0,0,2,0,Mon Sep 02 13:49:18 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix The hierarchy is clear, it's human who are trying to tamper with it. God wasn't stupid to set the order, those who suffer matter related to love and respect are being punished for disobeying God's order.","@amerix the hierarchy is clear, it's human who are trying to tamper with it. god wasn't stupid to set the order, those who suffer matter related to love and respect are being punished for disobeying god's order.",v2,40,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/shilah_kaei/status/1830604888059052494,https://twitter.com/shilah_kaei/status/1830604888059052494,1830604888059052494,@amerix I also believe love is a two way thing if i do love and support then i cannot survive also...has to be mutual for us to grow together,0,0,2,0,Mon Sep 02 13:53:10 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix I also believe love is a two way thing if i do love and support then i cannot survive also...has to be mutual for us to grow together,@amerix i also believe love is a two way thing if i do love and support then i cannot survive also...has to be mutual for us to grow together,v2,30,False,True,True,False,False,False,True,False,False,False,emoji_or_punct_only
https://x.com/KennedyKilonzi2/status/1830595821223526414,https://twitter.com/KennedyKilonzi2/status/1830595821223526414,1830595821223526414,"@amerix Literally, this means naeza penda madem wengi as I need?",0,1,2,0,Mon Sep 02 13:17:09 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix Literally, this means naeza penda madem wengi as I need?","@amerix literally, this means naeza penda madem wengi as i need?",v2,11,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/MajorMinor6597/status/1830630210905256206,https://twitter.com/MajorMinor6597/status/1830630210905256206,1830630210905256206,"@amerix The idea that a woman who is ""rude, belligerent, and bellicose"" doesn't deserve love and should be abandoned reflects a punitive approach to relationships. This view fails to account for the importance of communication, understanding, and growth in relationships.",0,0,2,0,Mon Sep 02 15:33:48 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix The idea that a woman who is ""rude, belligerent, and bellicose"" doesn't deserve love and should be abandoned reflects a punitive approach to relationships. This view fails to account for the importance of communication, understanding, and growth in relationships.","@amerix the idea that a woman who is ""rude, belligerent, and bellicose"" doesn't deserve love and should be abandoned reflects a punitive approach to relationships. this view fails to account for the importance of communication, understanding, and growth in relationships.",v2,41,True,False,True,False,False,False,True,False,False,False,emoji_or_punct_only
https://x.com/Wa39424Wafula/status/1830604266748498335,https://twitter.com/Wa39424Wafula/status/1830604266748498335,1830604266748498335,@amerix Hapo kwa man's roles umesahau the most important...he is to be the PRIEST of the home,0,0,2,0,Mon Sep 02 13:50:42 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Hapo kwa man's roles umesahau the most important...he is to be the PRIEST of the home,@amerix hapo kwa man's roles umesahau the most important...he is to be the priest of the home,v2,19,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/BlakSol_/status/1830679779919487426,https://twitter.com/BlakSol_/status/1830679779919487426,1830679779919487426,@amerix You’re really injecting 😊,0,0,2,0,Mon Sep 02 18:50:46 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix You’re really injecting 😊,@amerix you're really injecting 😊,v2,5,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/netmines/status/1830609650791956504,https://twitter.com/netmines/status/1830609650791956504,1830609650791956504,"@amerix So many hurt men in comment section agreeing with this,  truth is Love has to be charged always by, ""being loved in return""   i agree with many of your taked but not on this. Who doesnt love their mother? I am toilling right now so that i can build my parents a house. Thats love",0,3,2,0,Mon Sep 02 14:12:06 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix So many hurt men in comment section agreeing with this,  truth is Love has to be charged always by, ""being loved in return""   i agree with many of your taked but not on this. Who doesnt love their mother? I am toilling right now so that i can build my parents a house. Thats love","@amerix so many hurt men in comment section agreeing with this, truth is love has to be charged always by, ""being loved in return"" i agree with many of your taked but not on this. who doesnt love their mother? i am toilling right now so that i can build my parents a house. thats love",v2,56,True,True,True,False,False,True,False,False,False,False,emoji_or_punct_only
https://x.com/airiticketsKP/status/1830598542056104272,https://twitter.com/airiticketsKP/status/1830598542056104272,1830598542056104272,"@amerix women need to understand this, we didn't make this rules, it's completely natural order, God came first ,man followed, then woman ,then children.",0,0,2,0,Mon Sep 02 13:27:57 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix women need to understand this, we didn't make this rules, it's completely natural order, God came first ,man followed, then woman ,then children.","@amerix women need to understand this, we didn't make this rules, it's completely natural order, god came first ,man followed, then woman ,then children.",v2,26,True,False,True,False,False,False,True,False,False,False,emoji_or_punct_only
